card_id,set_codigo,numero,nome,image_url,label
svp-036,SVP,036,Palafin,https://assets.tcgdex.net/en/sv/svp/036/high.png,0
svp-037,SVP,037,Cleffa,https://assets.tcgdex.net/en/sv/svp/037/high.png,0
svp-038,SVP,038,Togekiss,https://assets.tcgdex.net/en/sv/svp/038/high.png,0
svp-039,SVP,039,Mawile,https://assets.tcgdex.net/en/sv/svp/039/high.png,0
svp-040,SVP,040,Pawmi,https://assets.tcgdex.net/en/sv/svp/040/high.png,0
svp-041,SVP,041,Paldean Wooper,https://assets.tcgdex.net/en/sv/svp/041/high.png,0
svp-042,SVP,042,Houndstone,https://assets.tcgdex.net/en/sv/svp/042/high.png,0
svp-043,SVP,043,Eevee,https://assets.tcgdex.net/en/sv/svp/043/high.png,0
svp-044,SVP,044,Charmander,https://assets.tcgdex.net/en/sv/svp/044/high.png,0
svp-046,SVP,046,Bulbasaur,https://assets.tcgdex.net/en/sv/svp/046/high.png,0
svp-047,SVP,047,Charmander,https://assets.tcgdex.net/en/sv/svp/047/high.png,0
svp-048,SVP,048,Squirtle,https://assets.tcgdex.net/en/sv/svp/048/high.png,0
svp-049,SVP,049,Zapdos ex,https://assets.tcgdex.net/en/sv/svp/049/high.png,0
svp-050,SVP,050,Alakazam ex,https://assets.tcgdex.net/en/sv/svp/050/high.png,0
svp-051,SVP,051,Snorlax,https://assets.tcgdex.net/en/sv/svp/051/high.png,0
svp-052,SVP,052,Mewtwo,https://assets.tcgdex.net/en/sv/svp/052/high.png,0
svp-053,SVP,053,Mew ex,https://assets.tcgdex.net/en/sv/svp/053/high.png,0
svp-054,SVP,054,Greninja ex,https://assets.tcgdex.net/en/sv/svp/054/high.png,0
svp-055,SVP,055,Kangaskhan ex,https://assets.tcgdex.net/en/sv/svp/055/high.png,0
svp-056,SVP,056,Charizard ex,https://assets.tcgdex.net/en/sv/svp/056/high.png,0
svp-057,SVP,057,Chi-Yu,https://assets.tcgdex.net/en/sv/svp/057/high.png,0
svp-058,SVP,058,Iron Bundle,https://assets.tcgdex.net/en/sv/svp/058/high.png,0
svp-059,SVP,059,Xatu,https://assets.tcgdex.net/en/sv/svp/059/high.png,0
svp-060,SVP,060,Aegislash,https://assets.tcgdex.net/en/sv/svp/060/high.png,0
svp-061,SVP,061,Pineco,https://assets.tcgdex.net/en/sv/svp/061/high.png,0
svp-062,SVP,062,Sinistea,https://assets.tcgdex.net/en/sv/svp/062/high.png,0
svp-063,SVP,063,Cetitan,https://assets.tcgdex.net/en/sv/svp/063/high.png,0
svp-064,SVP,064,Arctibax,https://assets.tcgdex.net/en/sv/svp/064/high.png,0
svp-065,SVP,065,Scream Tail,https://assets.tcgdex.net/en/sv/svp/065/high.png,0
svp-066,SVP,066,Iron Bundle,https://assets.tcgdex.net/en/sv/svp/066/high.png,0
svp-067,SVP,067,Roaring Moon ex,https://assets.tcgdex.net/en/sv/svp/067/high.png,0
svp-068,SVP,068,Iron Valiant ex,https://assets.tcgdex.net/en/sv/svp/068/high.png,0
svp-069,SVP,069,Fidough,https://assets.tcgdex.net/en/sv/svp/069/high.png,0
svp-070,SVP,070,Greavard,https://assets.tcgdex.net/en/sv/svp/070/high.png,0
svp-071,SVP,071,Maschiff,https://assets.tcgdex.net/en/sv/svp/071/high.png,0
svp-072,SVP,072,Great Tusk ex,https://assets.tcgdex.net/en/sv/svp/072/high.png,0
svp-073,SVP,073,Iron Treads ex,https://assets.tcgdex.net/en/sv/svp/073/high.png,0
svp-074,SVP,074,Charizard ex,https://assets.tcgdex.net/en/sv/svp/074/high.png,0
svp-075,SVP,075,Mimikyu,https://assets.tcgdex.net/en/sv/svp/075/high.png,0
svp-076,SVP,076,Sprigatito,https://assets.tcgdex.net/en/sv/svp/076/high.png,0
svp-077,SVP,077,Floragato,https://assets.tcgdex.net/en/sv/svp/077/high.png,0
svp-078,SVP,078,Meowscarada ex,https://assets.tcgdex.net/en/sv/svp/078/high.png,0
svp-079,SVP,079,Fuecoco,https://assets.tcgdex.net/en/sv/svp/079/high.png,0
svp-080,SVP,080,Crocalor,https://assets.tcgdex.net/en/sv/svp/080/high.png,0
svp-081,SVP,081,Skeledirge ex,https://assets.tcgdex.net/en/sv/svp/081/high.png,0
svp-082,SVP,082,Quaxly,https://assets.tcgdex.net/en/sv/svp/082/high.png,0
svp-083,SVP,083,Quaxwell,https://assets.tcgdex.net/en/sv/svp/083/high.png,0
svp-084,SVP,084,Quaquaval ex,https://assets.tcgdex.net/en/sv/svp/084/high.png,0
svp-086,SVP,086,Mabosstiff ex,https://assets.tcgdex.net/en/sv/svp/086/high.png,0
svp-087,SVP,087,Sprigatito ex,https://assets.tcgdex.net/en/sv/svp/087/high.png,0
svp-088,SVP,088,Pikachu,https://assets.tcgdex.net/en/sv/svp/088/high.png,0
svp-089,SVP,089,Feraligatr,https://assets.tcgdex.net/en/sv/svp/089/high.png,0
svp-090,SVP,090,Metang,https://assets.tcgdex.net/en/sv/svp/090/high.png,0
svp-091,SVP,091,Koraidon,https://assets.tcgdex.net/en/sv/svp/091/high.png,0
svp-092,SVP,092,Miraidon,https://assets.tcgdex.net/en/sv/svp/092/high.png,0
svp-093,SVP,093,Carvanha,https://assets.tcgdex.net/en/sv/svp/093/high.png,0
svp-094,SVP,094,Bellibolt,https://assets.tcgdex.net/en/sv/svp/094/high.png,0
svp-095,SVP,095,Cleffa,https://assets.tcgdex.net/en/sv/svp/095/high.png,0
svp-096,SVP,096,Cyclizar,https://assets.tcgdex.net/en/sv/svp/096/high.png,0
svp-097,SVP,097,Flutter Mane,https://assets.tcgdex.net/en/sv/svp/097/high.png,0
svp-098,SVP,098,Iron Thorns,https://assets.tcgdex.net/en/sv/svp/098/high.png,0
svp-099,SVP,099,Shroodle,https://assets.tcgdex.net/en/sv/svp/099/high.png,0
svp-100,SVP,100,Grafaiai ex,https://assets.tcgdex.net/en/sv/svp/100/high.png,0
svp-101,SVP,101,Pikachu,https://assets.tcgdex.net/en/sv/svp/101/high.png,0
svp-103,SVP,103,Houndoom ex,https://assets.tcgdex.net/en/sv/svp/103/high.png,0
svp-104,SVP,104,Melmetal ex,https://assets.tcgdex.net/en/sv/svp/104/high.png,0
svp-105,SVP,105,Armarouge ex,https://assets.tcgdex.net/en/sv/svp/105/high.png,0
svp-106,SVP,106,Pikachu ex,https://assets.tcgdex.net/en/sv/svp/106/high.png,0
svp-107,SVP,107,Mareep,https://assets.tcgdex.net/en/sv/svp/107/high.png,0
svp-108,SVP,108,Flaaffy,https://assets.tcgdex.net/en/sv/svp/108/high.png,0
svp-109,SVP,109,Ampharos,https://assets.tcgdex.net/en/sv/svp/109/high.png,0
svp-110,SVP,110,Darkrai ex,https://assets.tcgdex.net/en/sv/svp/110/high.png,0
svp-111,SVP,111,Pawniard,https://assets.tcgdex.net/en/sv/svp/111/high.png,0
svp-112,SVP,112,Bisharp,https://assets.tcgdex.net/en/sv/svp/112/high.png,0
svp-113,SVP,113,Kingambit,https://assets.tcgdex.net/en/sv/svp/113/high.png,0
svp-115,SVP,115,Thwackey,https://assets.tcgdex.net/en/sv/svp/115/high.png,0
svp-116,SVP,116,Infernape,https://assets.tcgdex.net/en/sv/svp/116/high.png,0
svp-117,SVP,117,Froslass,https://assets.tcgdex.net/en/sv/svp/117/high.png,0
svp-118,SVP,118,Tatsugiri,https://assets.tcgdex.net/en/sv/svp/118/high.png,0
svp-119,SVP,119,Toxel,https://assets.tcgdex.net/en/sv/svp/119/high.png,0
svp-120,SVP,120,Pupitar,https://assets.tcgdex.net/en/sv/svp/120/high.png,0
svp-121,SVP,121,Revavroom,https://assets.tcgdex.net/en/sv/svp/121/high.png,0
svp-122,SVP,122,Snorlax,https://assets.tcgdex.net/en/sv/svp/122/high.png,0
svp-123,SVP,123,Teal Mask Ogerpon,https://assets.tcgdex.net/en/sv/svp/123/high.png,0
svp-125,SVP,125,Armarouge ex,https://assets.tcgdex.net/en/sv/svp/125/high.png,0
svp-126,SVP,126,Palafin ex,https://assets.tcgdex.net/en/sv/svp/126/high.png,0
svp-127,SVP,127,Walking Wake ex,https://assets.tcgdex.net/en/sv/svp/127/high.png,0
svp-128,SVP,128,Iron Leaves ex,https://assets.tcgdex.net/en/sv/svp/128/high.png,0
svp-129,SVP,129,Pecharunt,https://assets.tcgdex.net/en/sv/svp/129/high.png,0
svp-130,SVP,130,Kingambit,https://assets.tcgdex.net/en/sv/svp/130/high.png,0
svp-131,SVP,131,Kingdra ex,https://assets.tcgdex.net/en/sv/svp/131/high.png,0
svp-132,SVP,132,Greninja ex,https://assets.tcgdex.net/en/sv/svp/132/high.png,0
svp-133,SVP,133,Ledian,https://assets.tcgdex.net/en/sv/svp/133/high.png,0
svp-134,SVP,134,Crabominable,https://assets.tcgdex.net/en/sv/svp/134/high.png,0
svp-135,SVP,135,Drifblim,https://assets.tcgdex.net/en/sv/svp/135/high.png,0
svp-136,SVP,136,Bouffalant,https://assets.tcgdex.net/en/sv/svp/136/high.png,0
svp-137,SVP,137,Horsea,https://assets.tcgdex.net/en/sv/svp/137/high.png,0
svp-138,SVP,138,Porygon2,https://assets.tcgdex.net/en/sv/svp/138/high.png,0
svp-139,SVP,139,Latias,https://assets.tcgdex.net/en/sv/svp/139/high.png,0
svp-140,SVP,140,Tinkaton,https://assets.tcgdex.net/en/sv/svp/140/high.png,0
svp-141,SVP,141,Noctowl,https://assets.tcgdex.net/en/sv/svp/141/high.png,0
svp-142,SVP,142,Victini ex,https://assets.tcgdex.net/en/sv/svp/142/high.png,0
svp-143,SVP,143,Miraidon ex,https://assets.tcgdex.net/en/sv/svp/143/high.png,0
svp-144,SVP,144,Gouging Fire ex,https://assets.tcgdex.net/en/sv/svp/144/high.png,0
svp-145,SVP,145,Raging Bolt ex,https://assets.tcgdex.net/en/sv/svp/145/high.png,0
svp-146,SVP,146,Iron Crown ex,https://assets.tcgdex.net/en/sv/svp/146/high.png,0
svp-147,SVP,147,Iron Boulder ex,https://assets.tcgdex.net/en/sv/svp/147/high.png,0
svp-148,SVP,148,Miraidon,https://assets.tcgdex.net/en/sv/svp/148/high.png,0
svp-149,SVP,149,Pecharunt,https://assets.tcgdex.net/en/sv/svp/149/high.png,0
svp-151,SVP,151,Gouging Fire,https://assets.tcgdex.net/en/sv/svp/151/high.png,0
svp-152,SVP,152,Chien-Pao,https://assets.tcgdex.net/en/sv/svp/152/high.png,0
svp-153,SVP,153,Magneton,https://assets.tcgdex.net/en/sv/svp/153/high.png,0
svp-154,SVP,154,Indeedee,https://assets.tcgdex.net/en/sv/svp/154/high.png,0
svp-155,SVP,155,Wooper,https://assets.tcgdex.net/en/sv/svp/155/high.png,0
svp-156,SVP,156,Quagsire,https://assets.tcgdex.net/en/sv/svp/156/high.png,0
svp-157,SVP,157,Zapdos,https://assets.tcgdex.net/en/sv/svp/157/high.png,0
svp-158,SVP,158,Pachirisu,https://assets.tcgdex.net/en/sv/svp/158/high.png,0
svp-159,SVP,159,Magneton,https://assets.tcgdex.net/en/sv/svp/159/high.png,0
svp-160,SVP,160,Squawkabilly ex,https://assets.tcgdex.net/en/sv/svp/160/high.png,0
svp-161,SVP,161,Charizard ex,https://assets.tcgdex.net/en/sv/svp/161/high.png,0
svp-162,SVP,162,Houndstone ex,https://assets.tcgdex.net/en/sv/svp/162/high.png,0
svp-163,SVP,163,Cinderace ex,https://assets.tcgdex.net/en/sv/svp/163/high.png,0
svp-164,SVP,164,Lapras ex,https://assets.tcgdex.net/en/sv/svp/164/high.png,0
svp-165,SVP,165,Terapagos ex,https://assets.tcgdex.net/en/sv/svp/165/high.png,0
svp-166,SVP,166,Teal Mask Ogerpon ex,https://assets.tcgdex.net/en/sv/svp/166/high.png,0
svp-167,SVP,167,Flareon,https://assets.tcgdex.net/en/sv/svp/167/high.png,0
svp-168,SVP,168,Vaporeon,https://assets.tcgdex.net/en/sv/svp/168/high.png,0
svp-169,SVP,169,Jolteon,https://assets.tcgdex.net/en/sv/svp/169/high.png,0
svp-170,SVP,170,Leafeon,https://assets.tcgdex.net/en/sv/svp/170/high.png,0
svp-171,SVP,171,Glaceon,https://assets.tcgdex.net/en/sv/svp/171/high.png,0
svp-172,SVP,172,Sylveon,https://assets.tcgdex.net/en/sv/svp/172/high.png,0
svp-173,SVP,173,Eevee,https://assets.tcgdex.net/en/sv/svp/173/high.png,0
svp-174,SVP,174,Eevee ex,https://assets.tcgdex.net/en/sv/svp/174/high.png,0
svp-177,SVP,177,Bloodmoon Ursaluna ex,https://assets.tcgdex.net/en/sv/svp/177/high.png,0
svp-178,SVP,178,Kyogre ex,https://assets.tcgdex.net/en/sv/svp/178/high.png,0
svp-179,SVP,179,Xerneas ex,https://assets.tcgdex.net/en/sv/svp/179/high.png,0
svp-180,SVP,180,Dialga ex,https://assets.tcgdex.net/en/sv/svp/180/high.png,0
svp-181,SVP,181,N's Darmanitan,https://assets.tcgdex.net/en/sv/svp/181/high.png,0
svp-182,SVP,182,Iono's Kilowattrel,https://assets.tcgdex.net/en/sv/svp/182/high.png,0
svp-183,SVP,183,Lillie's Ribombee,https://assets.tcgdex.net/en/sv/svp/183/high.png,0
svp-184,SVP,184,Hop's Snorlax,https://assets.tcgdex.net/en/sv/svp/184/high.png,0
svp-185,SVP,185,Yanma,https://assets.tcgdex.net/en/sv/svp/185/high.png,0
svp-186,SVP,186,Scraggy,https://assets.tcgdex.net/en/sv/svp/186/high.png,0
svp-187,SVP,187,Yanmega,https://assets.tcgdex.net/en/sv/svp/187/high.png,0
svp-188,SVP,188,Scrafty,https://assets.tcgdex.net/en/sv/svp/188/high.png,0
svp-189,SVP,189,N's Zorua,https://assets.tcgdex.net/en/sv/svp/189/high.png,0
svp-193,SVP,193,Hop's Zacian ex,https://assets.tcgdex.net/en/sv/svp/193/high.png,0
svp-194,SVP,194,Iono's Bellibolt ex,https://assets.tcgdex.net/en/sv/svp/194/high.png,0
svp-195,SVP,195,Lillie's Clefairy ex,https://assets.tcgdex.net/en/sv/svp/195/high.png,0
svp-197,SVP,197,Koraidon ex,https://assets.tcgdex.net/en/sv/svp/197/high.png,0
svp-198,SVP,198,Zacian ex,https://assets.tcgdex.net/en/sv/svp/198/high.png,0
svp-206,SVP,206,Marnie's Morpeko,https://assets.tcgdex.net/en/sv/svp/206/high.png,0
svp-207,SVP,207,Steven's Beldum,https://assets.tcgdex.net/en/sv/svp/207/high.png,0
sv03.5-001,MEW,001,Bulbasaur,https://assets.tcgdex.net/en/sv/sv03.5/001/high.png,0
sv03.5-002,MEW,002,Ivysaur,https://assets.tcgdex.net/en/sv/sv03.5/002/high.png,0
sv03.5-003,MEW,003,Venusaur ex,https://assets.tcgdex.net/en/sv/sv03.5/003/high.png,0
sv03.5-004,MEW,004,Charmander,https://assets.tcgdex.net/en/sv/sv03.5/004/high.png,0
sv03.5-005,MEW,005,Charmeleon,https://assets.tcgdex.net/en/sv/sv03.5/005/high.png,0
sv03.5-006,MEW,006,Charizard ex,https://assets.tcgdex.net/en/sv/sv03.5/006/high.png,0
sv03.5-007,MEW,007,Squirtle,https://assets.tcgdex.net/en/sv/sv03.5/007/high.png,0
sv03.5-008,MEW,008,Wartortle,https://assets.tcgdex.net/en/sv/sv03.5/008/high.png,0
sv03.5-009,MEW,009,Blastoise ex,https://assets.tcgdex.net/en/sv/sv03.5/009/high.png,0
sv03.5-010,MEW,010,Caterpie,https://assets.tcgdex.net/en/sv/sv03.5/010/high.png,0
sv03.5-011,MEW,011,Metapod,https://assets.tcgdex.net/en/sv/sv03.5/011/high.png,0
sv03.5-012,MEW,012,Butterfree,https://assets.tcgdex.net/en/sv/sv03.5/012/high.png,0
sv03.5-013,MEW,013,Weedle,https://assets.tcgdex.net/en/sv/sv03.5/013/high.png,0
sv03.5-014,MEW,014,Kakuna,https://assets.tcgdex.net/en/sv/sv03.5/014/high.png,0
sv03.5-015,MEW,015,Beedrill,https://assets.tcgdex.net/en/sv/sv03.5/015/high.png,0
sv03.5-016,MEW,016,Pidgey,https://assets.tcgdex.net/en/sv/sv03.5/016/high.png,0
sv03.5-017,MEW,017,Pidgeotto,https://assets.tcgdex.net/en/sv/sv03.5/017/high.png,0
sv03.5-018,MEW,018,Pidgeot,https://assets.tcgdex.net/en/sv/sv03.5/018/high.png,0
sv03.5-019,MEW,019,Rattata,https://assets.tcgdex.net/en/sv/sv03.5/019/high.png,0
sv03.5-020,MEW,020,Raticate,https://assets.tcgdex.net/en/sv/sv03.5/020/high.png,0
sv03.5-021,MEW,021,Spearow,https://assets.tcgdex.net/en/sv/sv03.5/021/high.png,0
sv03.5-022,MEW,022,Fearow,https://assets.tcgdex.net/en/sv/sv03.5/022/high.png,0
sv03.5-023,MEW,023,Ekans,https://assets.tcgdex.net/en/sv/sv03.5/023/high.png,0
sv03.5-024,MEW,024,Arbok ex,https://assets.tcgdex.net/en/sv/sv03.5/024/high.png,0
sv03.5-025,MEW,025,Pikachu,https://assets.tcgdex.net/en/sv/sv03.5/025/high.png,0
sv03.5-026,MEW,026,Raichu,https://assets.tcgdex.net/en/sv/sv03.5/026/high.png,0
sv03.5-027,MEW,027,Sandshrew,https://assets.tcgdex.net/en/sv/sv03.5/027/high.png,0
sv03.5-028,MEW,028,Sandslash,https://assets.tcgdex.net/en/sv/sv03.5/028/high.png,0
sv03.5-029,MEW,029,Nidoran♀,https://assets.tcgdex.net/en/sv/sv03.5/029/high.png,0
sv03.5-030,MEW,030,Nidorina,https://assets.tcgdex.net/en/sv/sv03.5/030/high.png,0
sv03.5-031,MEW,031,Nidoqueen,https://assets.tcgdex.net/en/sv/sv03.5/031/high.png,0
sv03.5-032,MEW,032,Nidoran♂,https://assets.tcgdex.net/en/sv/sv03.5/032/high.png,0
sv03.5-033,MEW,033,Nidorino,https://assets.tcgdex.net/en/sv/sv03.5/033/high.png,0
sv03.5-034,MEW,034,Nidoking,https://assets.tcgdex.net/en/sv/sv03.5/034/high.png,0
sv03.5-035,MEW,035,Clefairy,https://assets.tcgdex.net/en/sv/sv03.5/035/high.png,0
sv03.5-036,MEW,036,Clefable,https://assets.tcgdex.net/en/sv/sv03.5/036/high.png,0
sv03.5-037,MEW,037,Vulpix,https://assets.tcgdex.net/en/sv/sv03.5/037/high.png,0
sv03.5-038,MEW,038,Ninetales ex,https://assets.tcgdex.net/en/sv/sv03.5/038/high.png,0
sv03.5-039,MEW,039,Jigglypuff,https://assets.tcgdex.net/en/sv/sv03.5/039/high.png,0
sv03.5-040,MEW,040,Wigglytuff ex,https://assets.tcgdex.net/en/sv/sv03.5/040/high.png,0
sv03.5-041,MEW,041,Zubat,https://assets.tcgdex.net/en/sv/sv03.5/041/high.png,0
sv03.5-042,MEW,042,Golbat,https://assets.tcgdex.net/en/sv/sv03.5/042/high.png,0
sv03.5-043,MEW,043,Oddish,https://assets.tcgdex.net/en/sv/sv03.5/043/high.png,0
sv03.5-044,MEW,044,Gloom,https://assets.tcgdex.net/en/sv/sv03.5/044/high.png,0
sv03.5-045,MEW,045,Vileplume,https://assets.tcgdex.net/en/sv/sv03.5/045/high.png,0
sv03.5-046,MEW,046,Paras,https://assets.tcgdex.net/en/sv/sv03.5/046/high.png,0
sv03.5-047,MEW,047,Parasect,https://assets.tcgdex.net/en/sv/sv03.5/047/high.png,0
sv03.5-048,MEW,048,Venonat,https://assets.tcgdex.net/en/sv/sv03.5/048/high.png,0
sv03.5-049,MEW,049,Venomoth,https://assets.tcgdex.net/en/sv/sv03.5/049/high.png,0
sv03.5-050,MEW,050,Diglett,https://assets.tcgdex.net/en/sv/sv03.5/050/high.png,0
sv03.5-051,MEW,051,Dugtrio,https://assets.tcgdex.net/en/sv/sv03.5/051/high.png,0
sv03.5-052,MEW,052,Meowth,https://assets.tcgdex.net/en/sv/sv03.5/052/high.png,0
sv03.5-053,MEW,053,Persian,https://assets.tcgdex.net/en/sv/sv03.5/053/high.png,0
sv03.5-054,MEW,054,Psyduck,https://assets.tcgdex.net/en/sv/sv03.5/054/high.png,0
sv03.5-055,MEW,055,Golduck,https://assets.tcgdex.net/en/sv/sv03.5/055/high.png,0
sv03.5-056,MEW,056,Mankey,https://assets.tcgdex.net/en/sv/sv03.5/056/high.png,0
sv03.5-057,MEW,057,Primeape,https://assets.tcgdex.net/en/sv/sv03.5/057/high.png,0
sv03.5-058,MEW,058,Growlithe,https://assets.tcgdex.net/en/sv/sv03.5/058/high.png,0
sv03.5-059,MEW,059,Arcanine,https://assets.tcgdex.net/en/sv/sv03.5/059/high.png,0
sv03.5-060,MEW,060,Poliwag,https://assets.tcgdex.net/en/sv/sv03.5/060/high.png,0
sv03.5-061,MEW,061,Poliwhirl,https://assets.tcgdex.net/en/sv/sv03.5/061/high.png,0
sv03.5-062,MEW,062,Poliwrath,https://assets.tcgdex.net/en/sv/sv03.5/062/high.png,0
sv03.5-063,MEW,063,Abra,https://assets.tcgdex.net/en/sv/sv03.5/063/high.png,0
sv03.5-064,MEW,064,Kadabra,https://assets.tcgdex.net/en/sv/sv03.5/064/high.png,0
sv03.5-065,MEW,065,Alakazam ex,https://assets.tcgdex.net/en/sv/sv03.5/065/high.png,0
sv03.5-066,MEW,066,Machop,https://assets.tcgdex.net/en/sv/sv03.5/066/high.png,0
sv03.5-067,MEW,067,Machoke,https://assets.tcgdex.net/en/sv/sv03.5/067/high.png,0
sv03.5-068,MEW,068,Machamp,https://assets.tcgdex.net/en/sv/sv03.5/068/high.png,0
sv03.5-069,MEW,069,Bellsprout,https://assets.tcgdex.net/en/sv/sv03.5/069/high.png,0
sv03.5-070,MEW,070,Weepinbell,https://assets.tcgdex.net/en/sv/sv03.5/070/high.png,0
sv03.5-071,MEW,071,Victreebel,https://assets.tcgdex.net/en/sv/sv03.5/071/high.png,0
sv03.5-072,MEW,072,Tentacool,https://assets.tcgdex.net/en/sv/sv03.5/072/high.png,0
sv03.5-073,MEW,073,Tentacruel,https://assets.tcgdex.net/en/sv/sv03.5/073/high.png,0
sv03.5-074,MEW,074,Geodude,https://assets.tcgdex.net/en/sv/sv03.5/074/high.png,0
sv03.5-075,MEW,075,Graveler,https://assets.tcgdex.net/en/sv/sv03.5/075/high.png,0
sv03.5-076,MEW,076,Golem ex,https://assets.tcgdex.net/en/sv/sv03.5/076/high.png,0
sv03.5-077,MEW,077,Ponyta,https://assets.tcgdex.net/en/sv/sv03.5/077/high.png,0
sv03.5-078,MEW,078,Rapidash,https://assets.tcgdex.net/en/sv/sv03.5/078/high.png,0
sv03.5-079,MEW,079,Slowpoke,https://assets.tcgdex.net/en/sv/sv03.5/079/high.png,0
sv03.5-080,MEW,080,Slowbro,https://assets.tcgdex.net/en/sv/sv03.5/080/high.png,0
sv03.5-081,MEW,081,Magnemite,https://assets.tcgdex.net/en/sv/sv03.5/081/high.png,0
sv03.5-082,MEW,082,Magneton,https://assets.tcgdex.net/en/sv/sv03.5/082/high.png,0
sv03.5-083,MEW,083,Farfetch'd,https://assets.tcgdex.net/en/sv/sv03.5/083/high.png,0
sv03.5-084,MEW,084,Doduo,https://assets.tcgdex.net/en/sv/sv03.5/084/high.png,0
sv03.5-085,MEW,085,Dodrio,https://assets.tcgdex.net/en/sv/sv03.5/085/high.png,0
sv03.5-086,MEW,086,Seel,https://assets.tcgdex.net/en/sv/sv03.5/086/high.png,0
sv03.5-087,MEW,087,Dewgong,https://assets.tcgdex.net/en/sv/sv03.5/087/high.png,0
sv03.5-088,MEW,088,Grimer,https://assets.tcgdex.net/en/sv/sv03.5/088/high.png,0
sv03.5-089,MEW,089,Muk,https://assets.tcgdex.net/en/sv/sv03.5/089/high.png,0
sv03.5-090,MEW,090,Shellder,https://assets.tcgdex.net/en/sv/sv03.5/090/high.png,0
sv03.5-091,MEW,091,Cloyster,https://assets.tcgdex.net/en/sv/sv03.5/091/high.png,0
sv03.5-092,MEW,092,Gastly,https://assets.tcgdex.net/en/sv/sv03.5/092/high.png,0
sv03.5-093,MEW,093,Haunter,https://assets.tcgdex.net/en/sv/sv03.5/093/high.png,0
sv03.5-094,MEW,094,Gengar,https://assets.tcgdex.net/en/sv/sv03.5/094/high.png,0
sv03.5-095,MEW,095,Onix,https://assets.tcgdex.net/en/sv/sv03.5/095/high.png,0
sv03.5-096,MEW,096,Drowzee,https://assets.tcgdex.net/en/sv/sv03.5/096/high.png,0
sv03.5-097,MEW,097,Hypno,https://assets.tcgdex.net/en/sv/sv03.5/097/high.png,0
