card_id,set_codigo,era,numero,nome,image_url,label
sv10.5w-019,WHT,SV,019,Heatmor,https://assets.tcgdex.net/en/sv/sv10.5w/019/high.png,0
sv10.5w-020,WHT,SV,020,Reshiram ex,https://assets.tcgdex.net/en/sv/sv10.5w/020/high.png,0
sv10.5w-021,WHT,SV,021,Oshawott,https://assets.tcgdex.net/en/sv/sv10.5w/021/high.png,0
sv10.5w-022,WHT,SV,022,Dewott,https://assets.tcgdex.net/en/sv/sv10.5w/022/high.png,0
sv10.5w-023,WHT,SV,023,Samurott,https://assets.tcgdex.net/en/sv/sv10.5w/023/high.png,0
sv10.5w-024,WHT,SV,024,Basculin,https://assets.tcgdex.net/en/sv/sv10.5w/024/high.png,0
sv10.5w-025,WHT,SV,025,Ducklett,https://assets.tcgdex.net/en/sv/sv10.5w/025/high.png,0
sv10.5w-026,WHT,SV,026,Swanna,https://assets.tcgdex.net/en/sv/sv10.5w/026/high.png,0
sv10.5w-027,WHT,SV,027,Vanillite,https://assets.tcgdex.net/en/sv/sv10.5w/027/high.png,0
sv10.5w-028,WHT,SV,028,Vanillish,https://assets.tcgdex.net/en/sv/sv10.5w/028/high.png,0
sv10.5w-029,WHT,SV,029,Vanilluxe,https://assets.tcgdex.net/en/sv/sv10.5w/029/high.png,0
sv10.5w-030,WHT,SV,030,Keldeo ex,https://assets.tcgdex.net/en/sv/sv10.5w/030/high.png,0
sv10.5w-031,WHT,SV,031,Blitzle,https://assets.tcgdex.net/en/sv/sv10.5w/031/high.png,0
sv10.5w-032,WHT,SV,032,Zebstrika,https://assets.tcgdex.net/en/sv/sv10.5w/032/high.png,0
sv10.5w-033,WHT,SV,033,Joltik,https://assets.tcgdex.net/en/sv/sv10.5w/033/high.png,0
sv10.5w-034,WHT,SV,034,Galvantula,https://assets.tcgdex.net/en/sv/sv10.5w/034/high.png,0
sv10.5w-035,WHT,SV,035,Stunfisk,https://assets.tcgdex.net/en/sv/sv10.5w/035/high.png,0
sv10.5w-036,WHT,SV,036,Woobat,https://assets.tcgdex.net/en/sv/sv10.5w/036/high.png,0
sv10.5w-037,WHT,SV,037,Swoobat,https://assets.tcgdex.net/en/sv/sv10.5w/037/high.png,0
sv10.5w-038,WHT,SV,038,Sigilyph,https://assets.tcgdex.net/en/sv/sv10.5w/038/high.png,0
sv10.5w-039,WHT,SV,039,Yamask,https://assets.tcgdex.net/en/sv/sv10.5w/039/high.png,0
sv10.5w-040,WHT,SV,040,Cofagrigus,https://assets.tcgdex.net/en/sv/sv10.5w/040/high.png,0
sv10.5w-041,WHT,SV,041,Gothita,https://assets.tcgdex.net/en/sv/sv10.5w/041/high.png,0
sv10.5w-042,WHT,SV,042,Gothorita,https://assets.tcgdex.net/en/sv/sv10.5w/042/high.png,0
sv10.5w-043,WHT,SV,043,Gothitelle,https://assets.tcgdex.net/en/sv/sv10.5w/043/high.png,0
sv10.5w-044,WHT,SV,044,Frillish,https://assets.tcgdex.net/en/sv/sv10.5w/044/high.png,0
sv10.5w-045,WHT,SV,045,Jellicent ex,https://assets.tcgdex.net/en/sv/sv10.5w/045/high.png,0
sv10.5w-046,WHT,SV,046,Roggenrola,https://assets.tcgdex.net/en/sv/sv10.5w/046/high.png,0
sv10.5w-047,WHT,SV,047,Boldore,https://assets.tcgdex.net/en/sv/sv10.5w/047/high.png,0
sv10.5w-048,WHT,SV,048,Gigalith,https://assets.tcgdex.net/en/sv/sv10.5w/048/high.png,0
sv10.5w-049,WHT,SV,049,Sawk,https://assets.tcgdex.net/en/sv/sv10.5w/049/high.png,0
sv10.5w-050,WHT,SV,050,Archen,https://assets.tcgdex.net/en/sv/sv10.5w/050/high.png,0
sv10.5w-051,WHT,SV,051,Archeops,https://assets.tcgdex.net/en/sv/sv10.5w/051/high.png,0
sv10.5w-052,WHT,SV,052,Mienfoo,https://assets.tcgdex.net/en/sv/sv10.5w/052/high.png,0
sv10.5w-053,WHT,SV,053,Mienshao,https://assets.tcgdex.net/en/sv/sv10.5w/053/high.png,0
sv10.5w-054,WHT,SV,054,Terrakion,https://assets.tcgdex.net/en/sv/sv10.5w/054/high.png,0
sv10.5w-055,WHT,SV,055,Purrloin,https://assets.tcgdex.net/en/sv/sv10.5w/055/high.png,0
sv10.5w-056,WHT,SV,056,Liepard,https://assets.tcgdex.net/en/sv/sv10.5w/056/high.png,0
sv10.5w-057,WHT,SV,057,Scraggy,https://assets.tcgdex.net/en/sv/sv10.5w/057/high.png,0
sv10.5w-058,WHT,SV,058,Scrafty,https://assets.tcgdex.net/en/sv/sv10.5w/058/high.png,0
sv10.5w-059,WHT,SV,059,Trubbish,https://assets.tcgdex.net/en/sv/sv10.5w/059/high.png,0
sv10.5w-060,WHT,SV,060,Garbodor,https://assets.tcgdex.net/en/sv/sv10.5w/060/high.png,0
sv10.5w-061,WHT,SV,061,Zorua,https://assets.tcgdex.net/en/sv/sv10.5w/061/high.png,0
sv10.5w-062,WHT,SV,062,Zoroark,https://assets.tcgdex.net/en/sv/sv10.5w/062/high.png,0
sv10.5w-063,WHT,SV,063,Vullaby,https://assets.tcgdex.net/en/sv/sv10.5w/063/high.png,0
sv10.5w-064,WHT,SV,064,Mandibuzz,https://assets.tcgdex.net/en/sv/sv10.5w/064/high.png,0
sv10.5w-065,WHT,SV,065,Deino,https://assets.tcgdex.net/en/sv/sv10.5w/065/high.png,0
sv10.5w-066,WHT,SV,066,Zweilous,https://assets.tcgdex.net/en/sv/sv10.5w/066/high.png,0
sv10.5w-067,WHT,SV,067,Hydreigon ex,https://assets.tcgdex.net/en/sv/sv10.5w/067/high.png,0
sv10.5w-068,WHT,SV,068,Ferroseed,https://assets.tcgdex.net/en/sv/sv10.5w/068/high.png,0
sv10.5w-069,WHT,SV,069,Ferrothorn,https://assets.tcgdex.net/en/sv/sv10.5w/069/high.png,0
sv10.5w-070,WHT,SV,070,Durant,https://assets.tcgdex.net/en/sv/sv10.5w/070/high.png,0
sv10.5w-071,WHT,SV,071,Druddigon,https://assets.tcgdex.net/en/sv/sv10.5w/071/high.png,0
sv10.5w-072,WHT,SV,072,Patrat,https://assets.tcgdex.net/en/sv/sv10.5w/072/high.png,0
sv10.5w-073,WHT,SV,073,Watchog,https://assets.tcgdex.net/en/sv/sv10.5w/073/high.png,0
sv10.5w-074,WHT,SV,074,Lillipup,https://assets.tcgdex.net/en/sv/sv10.5w/074/high.png,0
sv10.5w-075,WHT,SV,075,Herdier,https://assets.tcgdex.net/en/sv/sv10.5w/075/high.png,0
sv10.5w-076,WHT,SV,076,Stoutland,https://assets.tcgdex.net/en/sv/sv10.5w/076/high.png,0
sv10.5w-077,WHT,SV,077,Bouffalant ex,https://assets.tcgdex.net/en/sv/sv10.5w/077/high.png,0
sv10.5w-078,WHT,SV,078,Tornadus,https://assets.tcgdex.net/en/sv/sv10.5w/078/high.png,0
sv10.5w-087,WHT,SV,087,Sewaddle,https://assets.tcgdex.net/en/sv/sv10.5w/087/high.png,0
sv10.5w-088,WHT,SV,088,Swadloon,https://assets.tcgdex.net/en/sv/sv10.5w/088/high.png,0
sv10.5w-089,WHT,SV,089,Leavanny,https://assets.tcgdex.net/en/sv/sv10.5w/089/high.png,0
sv10.5w-090,WHT,SV,090,Cottonee,https://assets.tcgdex.net/en/sv/sv10.5w/090/high.png,0
sv10.5w-091,WHT,SV,091,Deerling,https://assets.tcgdex.net/en/sv/sv10.5w/091/high.png,0
sv10.5w-092,WHT,SV,092,Sawsbuck,https://assets.tcgdex.net/en/sv/sv10.5w/092/high.png,0
sv10.5w-093,WHT,SV,093,Shelmet,https://assets.tcgdex.net/en/sv/sv10.5w/093/high.png,0
sv10.5w-094,WHT,SV,094,Accelgor,https://assets.tcgdex.net/en/sv/sv10.5w/094/high.png,0
sv10.5w-095,WHT,SV,095,Virizion,https://assets.tcgdex.net/en/sv/sv10.5w/095/high.png,0
sv10.5w-096,WHT,SV,096,Tepig,https://assets.tcgdex.net/en/sv/sv10.5w/096/high.png,0
sv10.5w-097,WHT,SV,097,Pignite,https://assets.tcgdex.net/en/sv/sv10.5w/097/high.png,0
sv10.5w-098,WHT,SV,098,Emboar,https://assets.tcgdex.net/en/sv/sv10.5w/098/high.png,0
sv10.5w-099,WHT,SV,099,Pansear,https://assets.tcgdex.net/en/sv/sv10.5w/099/high.png,0
sv10.5w-100,WHT,SV,100,Simisear,https://assets.tcgdex.net/en/sv/sv10.5w/100/high.png,0
sv10.5w-101,WHT,SV,101,Litwick,https://assets.tcgdex.net/en/sv/sv10.5w/101/high.png,0
sv10.5w-102,WHT,SV,102,Lampent,https://assets.tcgdex.net/en/sv/sv10.5w/102/high.png,0
sv10.5w-103,WHT,SV,103,Chandelure,https://assets.tcgdex.net/en/sv/sv10.5w/103/high.png,0
sv10.5w-104,WHT,SV,104,Heatmor,https://assets.tcgdex.net/en/sv/sv10.5w/104/high.png,0
sv10.5w-105,WHT,SV,105,Oshawott,https://assets.tcgdex.net/en/sv/sv10.5w/105/high.png,0
sv10.5w-106,WHT,SV,106,Dewott,https://assets.tcgdex.net/en/sv/sv10.5w/106/high.png,0
sv10.5w-107,WHT,SV,107,Samurott,https://assets.tcgdex.net/en/sv/sv10.5w/107/high.png,0
sv10.5w-108,WHT,SV,108,Basculin,https://assets.tcgdex.net/en/sv/sv10.5w/108/high.png,0
sv10.5w-109,WHT,SV,109,Ducklett,https://assets.tcgdex.net/en/sv/sv10.5w/109/high.png,0
sv10.5w-110,WHT,SV,110,Swanna,https://assets.tcgdex.net/en/sv/sv10.5w/110/high.png,0
sv10.5w-111,WHT,SV,111,Vanillite,https://assets.tcgdex.net/en/sv/sv10.5w/111/high.png,0
sv10.5w-112,WHT,SV,112,Vanillish,https://assets.tcgdex.net/en/sv/sv10.5w/112/high.png,0
sv10.5w-113,WHT,SV,113,Vanilluxe,https://assets.tcgdex.net/en/sv/sv10.5w/113/high.png,0
sv10.5w-114,WHT,SV,114,Blitzle,https://assets.tcgdex.net/en/sv/sv10.5w/114/high.png,0
sv10.5w-115,WHT,SV,115,Zebstrika,https://assets.tcgdex.net/en/sv/sv10.5w/115/high.png,0
sv10.5w-116,WHT,SV,116,Joltik,https://assets.tcgdex.net/en/sv/sv10.5w/116/high.png,0
sv10.5w-117,WHT,SV,117,Galvantula,https://assets.tcgdex.net/en/sv/sv10.5w/117/high.png,0
sv10.5w-118,WHT,SV,118,Stunfisk,https://assets.tcgdex.net/en/sv/sv10.5w/118/high.png,0
sv10.5w-119,WHT,SV,119,Woobat,https://assets.tcgdex.net/en/sv/sv10.5w/119/high.png,0
sv10.5w-120,WHT,SV,120,Swoobat,https://assets.tcgdex.net/en/sv/sv10.5w/120/high.png,0
sv10.5w-121,WHT,SV,121,Sigilyph,https://assets.tcgdex.net/en/sv/sv10.5w/121/high.png,0
sv10.5w-122,WHT,SV,122,Yamask,https://assets.tcgdex.net/en/sv/sv10.5w/122/high.png,0
sv10.5w-123,WHT,SV,123,Cofagrigus,https://assets.tcgdex.net/en/sv/sv10.5w/123/high.png,0
sv10.5w-124,WHT,SV,124,Gothita,https://assets.tcgdex.net/en/sv/sv10.5w/124/high.png,0
sv10.5w-125,WHT,SV,125,Gothorita,https://assets.tcgdex.net/en/sv/sv10.5w/125/high.png,0
sv10.5w-126,WHT,SV,126,Frillish,https://assets.tcgdex.net/en/sv/sv10.5w/126/high.png,0
sv10.5w-127,WHT,SV,127,Roggenrola,https://assets.tcgdex.net/en/sv/sv10.5w/127/high.png,0
sv10.5w-128,WHT,SV,128,Boldore,https://assets.tcgdex.net/en/sv/sv10.5w/128/high.png,0
sv10.5w-129,WHT,SV,129,Gigalith,https://assets.tcgdex.net/en/sv/sv10.5w/129/high.png,0
sv10.5w-130,WHT,SV,130,Sawk,https://assets.tcgdex.net/en/sv/sv10.5w/130/high.png,0
sv10.5w-131,WHT,SV,131,Archen,https://assets.tcgdex.net/en/sv/sv10.5w/131/high.png,0
sv10.5w-132,WHT,SV,132,Archeops,https://assets.tcgdex.net/en/sv/sv10.5w/132/high.png,0
sv10.5w-133,WHT,SV,133,Mienfoo,https://assets.tcgdex.net/en/sv/sv10.5w/133/high.png,0
sv10.5w-134,WHT,SV,134,Mienshao,https://assets.tcgdex.net/en/sv/sv10.5w/134/high.png,0
sv10.5w-135,WHT,SV,135,Terrakion,https://assets.tcgdex.net/en/sv/sv10.5w/135/high.png,0
sv10.5w-136,WHT,SV,136,Purrloin,https://assets.tcgdex.net/en/sv/sv10.5w/136/high.png,0
sv10.5w-137,WHT,SV,137,Liepard,https://assets.tcgdex.net/en/sv/sv10.5w/137/high.png,0
sv10.5w-138,WHT,SV,138,Scraggy,https://assets.tcgdex.net/en/sv/sv10.5w/138/high.png,0
sv10.5w-139,WHT,SV,139,Scrafty,https://assets.tcgdex.net/en/sv/sv10.5w/139/high.png,0
sv10.5w-140,WHT,SV,140,Trubbish,https://assets.tcgdex.net/en/sv/sv10.5w/140/high.png,0
sv10.5w-141,WHT,SV,141,Garbodor,https://assets.tcgdex.net/en/sv/sv10.5w/141/high.png,0
sv10.5w-142,WHT,SV,142,Zorua,https://assets.tcgdex.net/en/sv/sv10.5w/142/high.png,0
sv10.5w-143,WHT,SV,143,Zoroark,https://assets.tcgdex.net/en/sv/sv10.5w/143/high.png,0
sv10.5w-144,WHT,SV,144,Vullaby,https://assets.tcgdex.net/en/sv/sv10.5w/144/high.png,0
sv10.5w-145,WHT,SV,145,Mandibuzz,https://assets.tcgdex.net/en/sv/sv10.5w/145/high.png,0
sv10.5w-146,WHT,SV,146,Deino,https://assets.tcgdex.net/en/sv/sv10.5w/146/high.png,0
sv10.5w-147,WHT,SV,147,Zweilous,https://assets.tcgdex.net/en/sv/sv10.5w/147/high.png,0
sv10.5w-148,WHT,SV,148,Ferroseed,https://assets.tcgdex.net/en/sv/sv10.5w/148/high.png,0
sv10.5w-149,WHT,SV,149,Ferrothorn,https://assets.tcgdex.net/en/sv/sv10.5w/149/high.png,0
sv10.5w-150,WHT,SV,150,Durant,https://assets.tcgdex.net/en/sv/sv10.5w/150/high.png,0
sv10.5w-151,WHT,SV,151,Druddigon,https://assets.tcgdex.net/en/sv/sv10.5w/151/high.png,0
sv10.5w-152,WHT,SV,152,Patrat,https://assets.tcgdex.net/en/sv/sv10.5w/152/high.png,0
sv10.5w-153,WHT,SV,153,Watchog,https://assets.tcgdex.net/en/sv/sv10.5w/153/high.png,0
sv10.5w-154,WHT,SV,154,Lillipup,https://assets.tcgdex.net/en/sv/sv10.5w/154/high.png,0
sv10.5w-155,WHT,SV,155,Herdier,https://assets.tcgdex.net/en/sv/sv10.5w/155/high.png,0
sv10.5w-156,WHT,SV,156,Stoutland,https://assets.tcgdex.net/en/sv/sv10.5w/156/high.png,0
sv10.5w-157,WHT,SV,157,Whimsicott ex,https://assets.tcgdex.net/en/sv/sv10.5w/157/high.png,0
sv10.5w-158,WHT,SV,158,Reshiram ex,https://assets.tcgdex.net/en/sv/sv10.5w/158/high.png,0
sv10.5w-159,WHT,SV,159,Keldeo ex,https://assets.tcgdex.net/en/sv/sv10.5w/159/high.png,0
sv10.5w-160,WHT,SV,160,Jellicent ex,https://assets.tcgdex.net/en/sv/sv10.5w/160/high.png,0
sv10.5w-161,WHT,SV,161,Hydreigon ex,https://assets.tcgdex.net/en/sv/sv10.5w/161/high.png,0
sv10.5w-162,WHT,SV,162,Bouffalant ex,https://assets.tcgdex.net/en/sv/sv10.5w/162/high.png,0
sv10.5w-165,WHT,SV,165,Whimsicott ex,https://assets.tcgdex.net/en/sv/sv10.5w/165/high.png,0
sv10.5w-166,WHT,SV,166,Reshiram ex,https://assets.tcgdex.net/en/sv/sv10.5w/166/high.png,0
sv10.5w-167,WHT,SV,167,Keldeo ex,https://assets.tcgdex.net/en/sv/sv10.5w/167/high.png,0
sv10.5w-168,WHT,SV,168,Jellicent ex,https://assets.tcgdex.net/en/sv/sv10.5w/168/high.png,0
sv10.5w-169,WHT,SV,169,Hydreigon ex,https://assets.tcgdex.net/en/sv/sv10.5w/169/high.png,0
sv10.5w-170,WHT,SV,170,Bouffalant ex,https://assets.tcgdex.net/en/sv/sv10.5w/170/high.png,0
sv10.5w-172,WHT,SV,172,Victini,https://assets.tcgdex.net/en/sv/sv10.5w/172/high.png,0
sv10.5w-173,WHT,SV,173,Reshiram ex,https://assets.tcgdex.net/en/sv/sv10.5w/173/high.png,0
svp-001,SVP,SV,001,Sprigatito,https://assets.tcgdex.net/en/sv/svp/001/high.png,0
svp-002,SVP,SV,002,Fuecoco,https://assets.tcgdex.net/en/sv/svp/002/high.png,0
svp-003,SVP,SV,003,Quaxly,https://assets.tcgdex.net/en/sv/svp/003/high.png,0
svp-004,SVP,SV,004,Mimikyu ex,https://assets.tcgdex.net/en/sv/svp/004/high.png,0
svp-005,SVP,SV,005,Quaquaval,https://assets.tcgdex.net/en/sv/svp/005/high.png,0
svp-006,SVP,SV,006,Pawmot,https://assets.tcgdex.net/en/sv/svp/006/high.png,0
svp-007,SVP,SV,007,Hawlucha,https://assets.tcgdex.net/en/sv/svp/007/high.png,0
svp-008,SVP,SV,008,Revavroom,https://assets.tcgdex.net/en/sv/svp/008/high.png,0
svp-009,SVP,SV,009,Spidops,https://assets.tcgdex.net/en/sv/svp/009/high.png,0
svp-010,SVP,SV,010,Espathra,https://assets.tcgdex.net/en/sv/svp/010/high.png,0
svp-011,SVP,SV,011,Arcanine,https://assets.tcgdex.net/en/sv/svp/011/high.png,0
svp-012,SVP,SV,012,Dondozo,https://assets.tcgdex.net/en/sv/svp/012/high.png,0
svp-013,SVP,SV,013,Miraidon,https://assets.tcgdex.net/en/sv/svp/013/high.png,0
svp-014,SVP,SV,014,Koraidon,https://assets.tcgdex.net/en/sv/svp/014/high.png,0
svp-015,SVP,SV,015,Flaaffy,https://assets.tcgdex.net/en/sv/svp/015/high.png,0
svp-016,SVP,SV,016,Ampharos ex,https://assets.tcgdex.net/en/sv/svp/016/high.png,0
svp-017,SVP,SV,017,Lucario ex,https://assets.tcgdex.net/en/sv/svp/017/high.png,0
svp-018,SVP,SV,018,Cyclizar ex,https://assets.tcgdex.net/en/sv/svp/018/high.png,0
svp-019,SVP,SV,019,Baxcalibur,https://assets.tcgdex.net/en/sv/svp/019/high.png,0
svp-020,SVP,SV,020,Tinkaton,https://assets.tcgdex.net/en/sv/svp/020/high.png,0
svp-021,SVP,SV,021,Murkrow,https://assets.tcgdex.net/en/sv/svp/021/high.png,0
svp-022,SVP,SV,022,Pelipper,https://assets.tcgdex.net/en/sv/svp/022/high.png,0
svp-023,SVP,SV,023,Smoliv,https://assets.tcgdex.net/en/sv/svp/023/high.png,0
svp-024,SVP,SV,024,Growlithe,https://assets.tcgdex.net/en/sv/svp/024/high.png,0
svp-025,SVP,SV,025,Tinkatink,https://assets.tcgdex.net/en/sv/svp/025/high.png,0
svp-026,SVP,SV,026,Varoom,https://assets.tcgdex.net/en/sv/svp/026/high.png,0
svp-027,SVP,SV,027,Pikachu,https://assets.tcgdex.net/en/sv/svp/027/high.png,0
svp-028,SVP,SV,028,Miraidon ex,https://assets.tcgdex.net/en/sv/svp/028/high.png,0
svp-029,SVP,SV,029,Koraidon ex,https://assets.tcgdex.net/en/sv/svp/029/high.png,0
svp-030,SVP,SV,030,Chien-Pao ex,https://assets.tcgdex.net/en/sv/svp/030/high.png,0
svp-031,SVP,SV,031,Tinkaton ex,https://assets.tcgdex.net/en/sv/svp/031/high.png,0
svp-032,SVP,SV,032,Annihilape ex,https://assets.tcgdex.net/en/sv/svp/032/high.png,0
svp-033,SVP,SV,033,Meowscarada ex,https://assets.tcgdex.net/en/sv/svp/033/high.png,0
svp-034,SVP,SV,034,Skeledirge ex,https://assets.tcgdex.net/en/sv/svp/034/high.png,0
svp-035,SVP,SV,035,Quaquaval ex,https://assets.tcgdex.net/en/sv/svp/035/high.png,0
svp-036,SVP,SV,036,Palafin,https://assets.tcgdex.net/en/sv/svp/036/high.png,0
svp-037,SVP,SV,037,Cleffa,https://assets.tcgdex.net/en/sv/svp/037/high.png,0
svp-038,SVP,SV,038,Togekiss,https://assets.tcgdex.net/en/sv/svp/038/high.png,0
svp-039,SVP,SV,039,Mawile,https://assets.tcgdex.net/en/sv/svp/039/high.png,0
svp-040,SVP,SV,040,Pawmi,https://assets.tcgdex.net/en/sv/svp/040/high.png,0
svp-041,SVP,SV,041,Paldean Wooper,https://assets.tcgdex.net/en/sv/svp/041/high.png,0
svp-042,SVP,SV,042,Houndstone,https://assets.tcgdex.net/en/sv/svp/042/high.png,0
svp-043,SVP,SV,043,Eevee,https://assets.tcgdex.net/en/sv/svp/043/high.png,0
svp-044,SVP,SV,044,Charmander,https://assets.tcgdex.net/en/sv/svp/044/high.png,0
svp-046,SVP,SV,046,Bulbasaur,https://assets.tcgdex.net/en/sv/svp/046/high.png,0
svp-047,SVP,SV,047,Charmander,https://assets.tcgdex.net/en/sv/svp/047/high.png,0
svp-048,SVP,SV,048,Squirtle,https://assets.tcgdex.net/en/sv/svp/048/high.png,0
svp-049,SVP,SV,049,Zapdos ex,https://assets.tcgdex.net/en/sv/svp/049/high.png,0
svp-050,SVP,SV,050,Alakazam ex,https://assets.tcgdex.net/en/sv/svp/050/high.png,0
svp-051,SVP,SV,051,Snorlax,https://assets.tcgdex.net/en/sv/svp/051/high.png,0
svp-052,SVP,SV,052,Mewtwo,https://assets.tcgdex.net/en/sv/svp/052/high.png,0
svp-053,SVP,SV,053,Mew ex,https://assets.tcgdex.net/en/sv/svp/053/high.png,0
svp-054,SVP,SV,054,Greninja ex,https://assets.tcgdex.net/en/sv/svp/054/high.png,0
svp-055,SVP,SV,055,Kangaskhan ex,https://assets.tcgdex.net/en/sv/svp/055/high.png,0
svp-056,SVP,SV,056,Charizard ex,https://assets.tcgdex.net/en/sv/svp/056/high.png,0
svp-057,SVP,SV,057,Chi-Yu,https://assets.tcgdex.net/en/sv/svp/057/high.png,0
svp-058,SVP,SV,058,Iron Bundle,https://assets.tcgdex.net/en/sv/svp/058/high.png,0
svp-059,SVP,SV,059,Xatu,https://assets.tcgdex.net/en/sv/svp/059/high.png,0
svp-060,SVP,SV,060,Aegislash,https://assets.tcgdex.net/en/sv/svp/060/high.png,0
svp-061,SVP,SV,061,Pineco,https://assets.tcgdex.net/en/sv/svp/061/high.png,0
svp-062,SVP,SV,062,Sinistea,https://assets.tcgdex.net/en/sv/svp/062/high.png,0
svp-063,SVP,SV,063,Cetitan,https://assets.tcgdex.net/en/sv/svp/063/high.png,0
svp-064,SVP,SV,064,Arctibax,https://assets.tcgdex.net/en/sv/svp/064/high.png,0
svp-065,SVP,SV,065,Scream Tail,https://assets.tcgdex.net/en/sv/svp/065/high.png,0
svp-066,SVP,SV,066,Iron Bundle,https://assets.tcgdex.net/en/sv/svp/066/high.png,0
svp-067,SVP,SV,067,Roaring Moon ex,https://assets.tcgdex.net/en/sv/svp/067/high.png,0
svp-068,SVP,SV,068,Iron Valiant ex,https://assets.tcgdex.net/en/sv/svp/068/high.png,0
svp-069,SVP,SV,069,Fidough,https://assets.tcgdex.net/en/sv/svp/069/high.png,0
svp-070,SVP,SV,070,Greavard,https://assets.tcgdex.net/en/sv/svp/070/high.png,0
svp-071,SVP,SV,071,Maschiff,https://assets.tcgdex.net/en/sv/svp/071/high.png,0
svp-072,SVP,SV,072,Great Tusk ex,https://assets.tcgdex.net/en/sv/svp/072/high.png,0
svp-073,SVP,SV,073,Iron Treads ex,https://assets.tcgdex.net/en/sv/svp/073/high.png,0
svp-074,SVP,SV,074,Charizard ex,https://assets.tcgdex.net/en/sv/svp/074/high.png,0
svp-075,SVP,SV,075,Mimikyu,https://assets.tcgdex.net/en/sv/svp/075/high.png,0
svp-076,SVP,SV,076,Sprigatito,https://assets.tcgdex.net/en/sv/svp/076/high.png,0
svp-077,SVP,SV,077,Floragato,https://assets.tcgdex.net/en/sv/svp/077/high.png,0
svp-078,SVP,SV,078,Meowscarada ex,https://assets.tcgdex.net/en/sv/svp/078/high.png,0
svp-079,SVP,SV,079,Fuecoco,https://assets.tcgdex.net/en/sv/svp/079/high.png,0
svp-080,SVP,SV,080,Crocalor,https://assets.tcgdex.net/en/sv/svp/080/high.png,0
svp-081,SVP,SV,081,Skeledirge ex,https://assets.tcgdex.net/en/sv/svp/081/high.png,0
svp-082,SVP,SV,082,Quaxly,https://assets.tcgdex.net/en/sv/svp/082/high.png,0
svp-083,SVP,SV,083,Quaxwell,https://assets.tcgdex.net/en/sv/svp/083/high.png,0
svp-084,SVP,SV,084,Quaquaval ex,https://assets.tcgdex.net/en/sv/svp/084/high.png,0
svp-085,SVP,SV,085,Pikachu with Grey Felt Hat,,0
svp-086,SVP,SV,086,Mabosstiff ex,https://assets.tcgdex.net/en/sv/svp/086/high.png,0
svp-087,SVP,SV,087,Sprigatito ex,https://assets.tcgdex.net/en/sv/svp/087/high.png,0
svp-088,SVP,SV,088,Pikachu,https://assets.tcgdex.net/en/sv/svp/088/high.png,0
svp-089,SVP,SV,089,Feraligatr,https://assets.tcgdex.net/en/sv/svp/089/high.png,0
svp-090,SVP,SV,090,Metang,https://assets.tcgdex.net/en/sv/svp/090/high.png,0
svp-091,SVP,SV,091,Koraidon,https://assets.tcgdex.net/en/sv/svp/091/high.png,0
svp-092,SVP,SV,092,Miraidon,https://assets.tcgdex.net/en/sv/svp/092/high.png,0
svp-093,SVP,SV,093,Carvanha,https://assets.tcgdex.net/en/sv/svp/093/high.png,0
svp-094,SVP,SV,094,Bellibolt,https://assets.tcgdex.net/en/sv/svp/094/high.png,0
svp-095,SVP,SV,095,Cleffa,https://assets.tcgdex.net/en/sv/svp/095/high.png,0
