card_id,set_codigo,numero,nome,score_olhos_fechados,score_dormindo
svp-075,SVP,75,Mimikyu,0.40534070134162903,0.05882099270820618
svp-076,SVP,76,Sprigatito,0.5598211884498596,0.3753289580345154
svp-077,SVP,77,Floragato,0.6639183759689331,0.16764114797115326
svp-078,SVP,78,Meowscarada ex,0.5281712412834167,0.056951116770505905
svp-079,SVP,79,Fuecoco,0.9116352796554565,0.1560717225074768
svp-080,SVP,80,Crocalor,0.9546396732330322,0.5972270965576172
svp-081,SVP,81,Skeledirge ex,0.9274471402168274,0.5495636463165283
svp-082,SVP,82,Quaxly,0.934891939163208,0.2232774943113327
svp-083,SVP,83,Quaxwell,0.8884969353675842,0.07566812634468079
svp-084,SVP,84,Quaquaval ex,0.746267557144165,0.0426132008433342
svp-086,SVP,86,Mabosstiff ex,0.5697025656700134,0.07929926365613937
svp-087,SVP,87,Sprigatito ex,0.5318357944488525,0.2812710106372833
svp-088,SVP,88,Pikachu,0.7295532822608948,0.5301657319068909
svp-089,SVP,89,Feraligatr,0.7102952599525452,0.28304386138916016
svp-090,SVP,90,Metang,0.44470611214637756,0.4166700839996338
svp-091,SVP,91,Koraidon,0.9097177982330322,0.24856804311275482
svp-092,SVP,92,Miraidon,0.6201396584510803,0.04488582909107208
svp-093,SVP,93,Carvanha,0.7612443566322327,0.9516937136650085
svp-094,SVP,94,Bellibolt,0.3150280714035034,0.03990953415632248
svp-095,SVP,95,Cleffa,0.8839629888534546,0.11804313212633133
svp-096,SVP,96,Cyclizar,0.7381042838096619,0.33782702684402466
svp-097,SVP,97,Flutter Mane,0.2978160083293915,0.4572172164916992
svp-098,SVP,98,Iron Thorns,0.46616390347480774,0.14898306131362915
svp-099,SVP,99,Shroodle,0.7005183696746826,0.15950614213943481
svp-100,SVP,100,Grafaiai ex,0.5660077333450317,0.19787973165512085
svp-101,SVP,101,Pikachu,0.3775375187397003,0.5268515348434448
svp-103,SVP,103,Houndoom ex,0.6342446804046631,0.16768239438533783
svp-104,SVP,104,Melmetal ex,0.0828479453921318,0.27178969979286194
svp-105,SVP,105,Armarouge ex,0.28311505913734436,0.0310366190969944
svp-106,SVP,106,Pikachu ex,0.7980949282646179,0.502479076385498
svp-107,SVP,107,Mareep,0.8266686201095581,0.9335376620292664
svp-108,SVP,108,Flaaffy,0.8883063197135925,0.7883986830711365
svp-109,SVP,109,Ampharos,0.7574476003646851,0.6283584237098694
svp-110,SVP,110,Darkrai ex,0.6834128499031067,0.008854852057993412
svp-111,SVP,111,Pawniard,0.3763056993484497,0.1877584308385849
svp-112,SVP,112,Bisharp,0.18664024770259857,0.1391809731721878
svp-113,SVP,113,Kingambit,0.35671621561050415,0.13398385047912598
svp-115,SVP,115,Thwackey,0.9223906397819519,0.565338134765625
svp-116,SVP,116,Infernape,0.3538755178451538,0.059417132288217545
svp-117,SVP,117,Froslass,0.8815836906433105,0.46311700344085693
svp-118,SVP,118,Tatsugiri,0.4689977467060089,0.11545934528112411
svp-119,SVP,119,Toxel,0.5429844260215759,0.767224133014679
svp-120,SVP,120,Pupitar,0.38716253638267517,0.11755214631557465
svp-121,SVP,121,Revavroom,0.1607031524181366,0.02675749361515045
svp-122,SVP,122,Snorlax,0.913021445274353,0.7658260464668274
svp-123,SVP,123,Teal Mask Ogerpon,0.2881757318973541,0.03065074421465397
svp-125,SVP,125,Armarouge ex,0.7673195600509644,0.235149547457695
svp-126,SVP,126,Palafin ex,0.5973326563835144,0.015437448397278786
svp-127,SVP,127,Walking Wake ex,0.4760791063308716,0.03704240918159485
svp-128,SVP,128,Iron Leaves ex,0.18127991259098053,0.06831304728984833
svp-129,SVP,129,Pecharunt,0.2415047585964203,0.025464437901973724
svp-130,SVP,130,Kingambit,0.443813681602478,0.36251506209373474
svp-131,SVP,131,Kingdra ex,0.4959560036659241,0.611622154712677
svp-132,SVP,132,Greninja ex,0.2758820056915283,0.1765243262052536
svp-133,SVP,133,Ledian,0.8522279858589172,0.7300572991371155
svp-134,SVP,134,Crabominable,0.8649912476539612,0.3869032561779022
svp-135,SVP,135,Drifblim,0.7782545685768127,0.7001981735229492
svp-136,SVP,136,Bouffalant,0.7462806105613708,0.7106879353523254
svp-137,SVP,137,Horsea,0.7768954634666443,0.29349663853645325
svp-138,SVP,138,Porygon2,0.7255510687828064,0.4267760217189789
svp-139,SVP,139,Latias,0.38542166352272034,0.23774869740009308
svp-140,SVP,140,Tinkaton,0.27527809143066406,0.04741381108760834
svp-141,SVP,141,Noctowl,0.39155223965644836,0.811576247215271
svp-142,SVP,142,Victini ex,0.5447677969932556,0.4149886965751648
svp-143,SVP,143,Miraidon ex,0.47870972752571106,0.3330632746219635
svp-144,SVP,144,Gouging Fire ex,0.5414931178092957,0.31534916162490845
svp-145,SVP,145,Raging Bolt ex,0.3969267010688782,0.035743117332458496
svp-146,SVP,146,Iron Crown ex,0.5498790144920349,0.08341754227876663
svp-147,SVP,147,Iron Boulder ex,0.535709023475647,0.21122004091739655
svp-148,SVP,148,Miraidon,0.6571887135505676,0.12865081429481506
svp-149,SVP,149,Pecharunt,0.265869677066803,0.06562191247940063
svp-151,SVP,151,Gouging Fire,0.4440750181674957,0.2723578214645386
svp-152,SVP,152,Chien-Pao,0.3333107531070709,0.3307860791683197
svp-153,SVP,153,Magneton,0.2909718155860901,0.04585849121212959
svp-154,SVP,154,Indeedee,0.2144586741924286,0.6662359833717346
svp-155,SVP,155,Wooper,0.7105576992034912,0.11288170516490936
svp-156,SVP,156,Quagsire,0.8479335904121399,0.32339009642601013
svp-157,SVP,157,Zapdos,0.540318489074707,0.5696384906768799
svp-158,SVP,158,Pachirisu,0.789319634437561,0.41748902201652527
svp-159,SVP,159,Magneton,0.11584286391735077,0.018164612352848053
svp-160,SVP,160,Squawkabilly ex,0.8334892988204956,0.06244886294007301
svp-161,SVP,161,Charizard ex,0.5738780498504639,0.08373469859361649
svp-162,SVP,162,Houndstone ex,0.7666128873825073,0.21683698892593384
svp-163,SVP,163,Cinderace ex,0.5351743698120117,0.11293882876634598
svp-164,SVP,164,Lapras ex,0.6284038424491882,0.08701512217521667
svp-165,SVP,165,Terapagos ex,0.8025338053703308,0.21115776896476746
svp-166,SVP,166,Teal Mask Ogerpon ex,0.35944145917892456,0.18506504595279694
svp-167,SVP,167,Flareon,0.27443718910217285,0.010071709752082825
svp-168,SVP,168,Vaporeon,0.7287158370018005,0.3919367492198944
svp-169,SVP,169,Jolteon,0.3190716505050659,0.0779019221663475
svp-170,SVP,170,Leafeon,0.8312548995018005,0.7864848375320435
svp-171,SVP,171,Glaceon,0.46533477306365967,0.19777743518352509
svp-172,SVP,172,Sylveon,0.6298062205314636,0.061965059489011765
svp-173,SVP,173,Eevee,0.9788050651550293,0.9760871529579163
svp-174,SVP,174,Eevee ex,0.22351142764091492,0.9151783585548401
svp-177,SVP,177,Bloodmoon Ursaluna ex,0.6699928641319275,0.6995763778686523
svp-178,SVP,178,Kyogre ex,0.28886520862579346,0.029966874048113823
svp-179,SVP,179,Xerneas ex,0.6870290637016296,0.3770920932292938
svp-180,SVP,180,Dialga ex,0.519821286201477,0.3430498242378235
svp-181,SVP,181,N's Darmanitan,0.391056627035141,0.5285709500312805
svp-182,SVP,182,Iono's Kilowattrel,0.6467264890670776,0.5965240597724915
svp-183,SVP,183,Lillie's Ribombee,0.7722993493080139,0.6378964781761169
svp-184,SVP,184,Hop's Snorlax,0.8079535961151123,0.3792077600955963
svp-185,SVP,185,Yanma,0.5654674768447876,0.41717037558555603
svp-186,SVP,186,Scraggy,0.8970876336097717,0.7426663637161255
svp-187,SVP,187,Yanmega,0.7395414710044861,0.12411676347255707
svp-188,SVP,188,Scrafty,0.6256543397903442,0.4317193925380707
svp-189,SVP,189,N's Zorua,0.7511736154556274,0.47816190123558044
svp-193,SVP,193,Hop's Zacian ex,0.8160702586174011,0.10323701053857803
svp-194,SVP,194,Iono's Bellibolt ex,0.8884465098381042,0.5155551433563232
svp-195,SVP,195,Lillie's Clefairy ex,0.7590712308883667,0.27365967631340027
svp-197,SVP,197,Koraidon ex,0.8876813054084778,0.5240716934204102
svp-198,SVP,198,Zacian ex,0.6673662066459656,0.2758343815803528
svp-206,SVP,206,Marnie's Morpeko,0.586704671382904,0.18543297052383423
svp-207,SVP,207,Steven's Beldum,0.7349534034729004,0.2353801727294922
sv03.5-001,MEW,1,Bulbasaur,0.7911319732666016,0.5415897369384766
sv03.5-002,MEW,2,Ivysaur,0.4801824986934662,0.43152713775634766
sv03.5-003,MEW,3,Venusaur ex,0.6469290852546692,0.13993749022483826
sv03.5-004,MEW,4,Charmander,0.5975432395935059,0.3074721395969391
sv03.5-005,MEW,5,Charmeleon,0.39668968319892883,0.0493333637714386
sv03.5-006,MEW,6,Charizard ex,0.49136725068092346,0.04543795809149742
sv03.5-007,MEW,7,Squirtle,0.5303030014038086,0.16155649721622467
sv03.5-008,MEW,8,Wartortle,0.6770546436309814,0.2983101010322571
sv03.5-009,MEW,9,Blastoise ex,0.6085154414176941,0.45716509222984314
sv03.5-010,MEW,10,Caterpie,0.5254244804382324,0.5404506325721741
sv03.5-011,MEW,11,Metapod,0.4215908646583557,0.060608506202697754
sv03.5-012,MEW,12,Butterfree,0.6359036564826965,0.1605745553970337
sv03.5-013,MEW,13,Weedle,0.7939444184303284,0.4938986897468567
sv03.5-014,MEW,14,Kakuna,0.4158247411251068,0.6974652409553528
sv03.5-015,MEW,15,Beedrill,0.7973769307136536,0.17455588281154633
sv03.5-016,MEW,16,Pidgey,0.5172603726387024,0.4167743921279907
sv03.5-017,MEW,17,Pidgeotto,0.859400749206543,0.7729092240333557
sv03.5-018,MEW,18,Pidgeot,0.8423337340354919,0.543120265007019
sv03.5-019,MEW,19,Rattata,0.6966263055801392,0.08890476822853088
sv03.5-020,MEW,20,Raticate,0.7350889444351196,0.6451539397239685
sv03.5-021,MEW,21,Spearow,0.5823171138763428,0.059447307139635086
sv03.5-022,MEW,22,Fearow,0.28128644824028015,0.20084193348884583
sv03.5-023,MEW,23,Ekans,0.41342487931251526,0.11921913921833038
sv03.5-024,MEW,24,Arbok ex,0.44222763180732727,0.2867439091205597
sv03.5-025,MEW,25,Pikachu,0.6197918057441711,0.5200183391571045
sv03.5-026,MEW,26,Raichu,0.761704683303833,0.6268298625946045
sv03.5-027,MEW,27,Sandshrew,0.481049120426178,0.1882394552230835
sv03.5-028,MEW,28,Sandslash,0.46317344903945923,0.19728974997997284
sv03.5-029,MEW,29,Nidoran♀,0.5402237772941589,0.2354278862476349
sv03.5-030,MEW,30,Nidorina,0.643456220626831,0.4720155596733093
sv03.5-031,MEW,31,Nidoqueen,0.47494226694107056,0.617250382900238
sv03.5-032,MEW,32,Nidoran♂,0.5592830181121826,0.1396116018295288
sv03.5-033,MEW,33,Nidorino,0.5214549899101257,0.5049760937690735
sv03.5-034,MEW,34,Nidoking,0.2783644497394562,0.3132314085960388
sv03.5-035,MEW,35,Clefairy,0.40155306458473206,0.4262385666370392
sv03.5-036,MEW,36,Clefable,0.7532086372375488,0.6646597981452942
sv03.5-037,MEW,37,Vulpix,0.627439558506012,0.5922120809555054
sv03.5-038,MEW,38,Ninetales ex,0.3035503029823303,0.021139593794941902
sv03.5-039,MEW,39,Jigglypuff,0.6203053593635559,0.6524940133094788
sv03.5-040,MEW,40,Wigglytuff ex,0.8230413794517517,0.19842252135276794
sv03.5-041,MEW,41,Zubat,0.41454699635505676,0.15147638320922852
sv03.5-042,MEW,42,Golbat,0.27241453528404236,0.15432196855545044
sv03.5-043,MEW,43,Oddish,0.8374003767967224,0.6596903800964355
sv03.5-044,MEW,44,Gloom,0.863183856010437,0.7704867124557495
sv03.5-045,MEW,45,Vileplume,0.6749595999717712,0.9058434963226318
sv03.5-046,MEW,46,Paras,0.3934614658355713,0.7785418033599854
sv03.5-047,MEW,47,Parasect,0.8208921551704407,0.4694076478481293
sv03.5-048,MEW,48,Venonat,0.8392701148986816,0.2711058259010315
sv03.5-049,MEW,49,Venomoth,0.5798484086990356,0.12699416279792786
sv03.5-050,MEW,50,Diglett,0.8087770342826843,0.7590007781982422
sv03.5-051,MEW,51,Dugtrio,0.8054003119468689,0.30294862389564514
sv03.5-052,MEW,52,Meowth,0.19484372437000275,0.28391942381858826
sv03.5-053,MEW,53,Persian,0.501129150390625,0.30274003744125366
sv03.5-054,MEW,54,Psyduck,0.884878933429718,0.3357042074203491
sv03.5-055,MEW,55,Golduck,0.6005833148956299,0.20303358137607574
sv03.5-056,MEW,56,Mankey,0.7119467258453369,0.249550461769104
sv03.5-057,MEW,57,Primeape,0.4694095849990845,0.1729171723127365
sv03.5-058,MEW,58,Growlithe,0.7431411147117615,0.03093433380126953
sv03.5-059,MEW,59,Arcanine,0.5535194277763367,0.3106163740158081
sv03.5-060,MEW,60,Poliwag,0.4292457103729248,0.046206843107938766
sv03.5-061,MEW,61,Poliwhirl,0.39050033688545227,0.0463920459151268
sv03.5-062,MEW,62,Poliwrath,0.2180609256029129,0.05676935985684395
sv03.5-063,MEW,63,Abra,0.8516938090324402,0.5936534404754639
sv03.5-064,MEW,64,Kadabra,0.5691648125648499,0.14939753711223602
sv03.5-065,MEW,65,Alakazam ex,0.38483309745788574,0.05401423200964928
sv03.5-066,MEW,66,Machop,0.47340714931488037,0.23790326714515686
sv03.5-067,MEW,67,Machoke,0.5519043803215027,0.5269955992698669
sv03.5-068,MEW,68,Machamp,0.6712096929550171,0.5064502954483032
sv03.5-069,MEW,69,Bellsprout,0.2558223009109497,0.31242653727531433
sv03.5-070,MEW,70,Weepinbell,0.3756738305091858,0.31710565090179443
sv03.5-071,MEW,71,Victreebel,0.8544456362724304,0.6327585577964783
sv03.5-072,MEW,72,Tentacool,0.9088646173477173,0.6575049161911011
sv03.5-073,MEW,73,Tentacruel,0.4927659034729004,0.0697045847773552
sv03.5-074,MEW,74,Geodude,0.5258862376213074,0.41972827911376953
sv03.5-075,MEW,75,Graveler,0.33691585063934326,0.22346808016300201
sv03.5-076,MEW,76,Golem ex,0.49519550800323486,0.02955387718975544
sv03.5-077,MEW,77,Ponyta,0.6043336987495422,0.550387442111969
sv03.5-078,MEW,78,Rapidash,0.722516655921936,0.6147689819335938
sv03.5-079,MEW,79,Slowpoke,0.8518589735031128,0.8363677263259888
sv03.5-080,MEW,80,Slowbro,0.4052754044532776,0.3669915199279785
sv03.5-081,MEW,81,Magnemite,0.40970733761787415,0.2912690043449402
sv03.5-082,MEW,82,Magneton,0.2796090543270111,0.05264976620674133
sv03.5-083,MEW,83,Farfetch'd,0.6233124136924744,0.5944174528121948
sv03.5-084,MEW,84,Doduo,0.5809135437011719,0.37632134556770325
sv03.5-085,MEW,85,Dodrio,0.7959358096122742,0.7303499579429626
sv03.5-086,MEW,86,Seel,0.9540331363677979,0.9827842712402344
sv03.5-087,MEW,87,Dewgong,0.23916533589363098,0.10156524926424026
sv03.5-088,MEW,88,Grimer,0.7187795042991638,0.4813143014907837
sv03.5-089,MEW,89,Muk,0.4194059669971466,0.4874003529548645
sv03.5-090,MEW,90,Shellder,0.7519176006317139,0.3247952461242676
sv03.5-091,MEW,91,Cloyster,0.6795380711555481,0.05452454835176468
sv03.5-092,MEW,92,Gastly,0.23946915566921234,0.4430544078350067
sv03.5-093,MEW,93,Haunter,0.14940504729747772,0.0380558967590332
sv03.5-094,MEW,94,Gengar,0.24349555373191833,0.13059912621974945
sv03.5-095,MEW,95,Onix,0.1687825322151184,0.2899152338504791
sv03.5-096,MEW,96,Drowzee,0.8673375844955444,0.9688125848770142
sv03.5-097,MEW,97,Hypno,0.5158600211143494,0.5325457453727722
sv03.5-098,MEW,98,Krabby,0.7021041512489319,0.4640779495239258
sv03.5-099,MEW,99,Kingler,0.7503988146781921,0.5007295608520508
sv03.5-100,MEW,100,Voltorb,0.45156505703926086,0.2314581274986267
sv03.5-101,MEW,101,Electrode,0.7773655652999878,0.7375356554985046
sv03.5-102,MEW,102,Exeggcute,0.9566506147384644,0.7966533303260803
sv03.5-103,MEW,103,Exeggutor,0.5234565138816833,0.12752608954906464
sv03.5-104,MEW,104,Cubone,0.8374829888343811,0.5796523094177246
sv03.5-105,MEW,105,Marowak,0.7011258602142334,0.08935599774122238
sv03.5-106,MEW,106,Hitmonlee,0.8479384779930115,0.0861099436879158
sv03.5-107,MEW,107,Hitmonchan,0.5539224147796631,0.02856880985200405
sv03.5-108,MEW,108,Lickitung,0.837245762348175,0.6806672215461731
sv03.5-109,MEW,109,Koffing,0.7866138815879822,0.38801273703575134
sv03.5-110,MEW,110,Weezing,0.3196844458580017,0.06355224549770355
sv03.5-111,MEW,111,Rhyhorn,0.33720096945762634,0.1750982403755188
sv03.5-112,MEW,112,Rhydon,0.6457536816596985,0.1160002276301384
sv03.5-113,MEW,113,Chansey,0.9091794490814209,0.5318557620048523
sv03.5-114,MEW,114,Tangela,0.674167811870575,0.3017915189266205
sv03.5-115,MEW,115,Kangaskhan ex,0.6009652614593506,0.13483887910842896
sv03.5-116,MEW,116,Horsea,0.7165418267250061,0.791294276714325
sv03.5-117,MEW,117,Seadra,0.1720343381166458,0.27112993597984314
sv03.5-118,MEW,118,Goldeen,0.6189842224121094,0.16598089039325714
sv03.5-119,MEW,119,Seaking,0.32536938786506653,0.37128356099128723
sv03.5-120,MEW,120,Staryu,0.5951217412948608,0.0981009230017662
sv03.5-121,MEW,121,Starmie,0.37838152050971985,0.14152270555496216
sv03.5-122,MEW,122,Mr. Mime,0.7205296158790588,0.030556585639715195
sv03.5-123,MEW,123,Scyther,0.7603431940078735,0.44621187448501587
sv03.5-124,MEW,124,Jynx ex,0.8865852355957031,0.9205374121665955
sv03.5-125,MEW,125,Electabuzz,0.5154584050178528,0.24033066630363464
sv03.5-126,MEW,126,Magmar,0.6176180243492126,0.13126541674137115
sv03.5-127,MEW,127,Pinsir,0.6744279861450195,0.32575008273124695
sv03.5-128,MEW,128,Tauros,0.3749256730079651,0.04175793007016182
sv03.5-129,MEW,129,Magikarp,0.18394982814788818,0.304365873336792
sv03.5-130,MEW,130,Gyarados,0.5232086181640625,0.24154634773731232
sv03.5-131,MEW,131,Lapras,0.24982096254825592,0.43899089097976685
sv03.5-132,MEW,132,Ditto,0.8168699145317078,0.20808713138103485
sv03.5-133,MEW,133,Eevee,0.24477460980415344,0.6336153149604797
sv03.5-134,MEW,134,Vaporeon,0.8101746439933777,0.7198638916015625
sv03.5-135,MEW,135,Jolteon,0.47879350185394287,0.2098885029554367
sv03.5-136,MEW,136,Flareon,0.2488449364900589,0.023680254817008972
sv03.5-137,MEW,137,Porygon,0.6003274917602539,0.10509764403104782
sv03.5-138,MEW,138,Omanyte,0.22488288581371307,0.06427067518234253
sv03.5-139,MEW,139,Omastar,0.40393003821372986,0.021966727450489998
sv03.5-140,MEW,140,Kabuto,0.2862425148487091,0.1500130146741867
sv03.5-141,MEW,141,Kabutops,0.43952980637550354,0.002481610979884863
sv03.5-142,MEW,142,Aerodactyl,0.27539533376693726,0.07376296073198318
sv03.5-143,MEW,143,Snorlax,0.9535166025161743,0.8101863861083984
sv03.5-144,MEW,144,Articuno,0.6143035888671875,0.0943528562784195
sv03.5-145,MEW,145,Zapdos ex,0.6955235004425049,0.29794567823410034
sv03.5-146,MEW,146,Moltres,0.549595296382904,0.10956297814846039
sv03.5-147,MEW,147,Dratini,0.7482678890228271,0.14883559942245483
sv03.5-148,MEW,148,Dragonair,0.7503541111946106,0.07184872031211853
sv03.5-149,MEW,149,Dragonite,0.7810691595077515,0.7452507019042969
sv03.5-150,MEW,150,Mewtwo,0.2935737371444702,0.008029050193727016
sv03.5-151,MEW,151,Mew ex,0.41863980889320374,0.129696324467659
sv03.5-166,MEW,166,Bulbasaur,0.5097252726554871,0.9465867280960083
sv03.5-167,MEW,167,Ivysaur,0.6731677651405334,0.29469919204711914
sv03.5-168,MEW,168,Charmander,0.3313009738922119,0.08011043816804886
sv03.5-169,MEW,169,Charmeleon,0.2782675325870514,0.015320390462875366
sv03.5-170,MEW,170,Squirtle,0.6816572546958923,0.2568341791629791
sv03.5-171,MEW,171,Wartortle,0.5374268889427185,0.22012953460216522
sv03.5-172,MEW,172,Caterpie,0.4599439203739166,0.6640341281890869
sv03.5-173,MEW,173,Pikachu,0.6892239451408386,0.09815814346075058
sv03.5-174,MEW,174,Nidoking,0.6853817701339722,0.4636833071708679
sv03.5-175,MEW,175,Psyduck,0.45625171065330505,0.32316601276397705
sv03.5-176,MEW,176,Poliwhirl,0.5023326873779297,0.0027152332477271557
sv03.5-177,MEW,177,Machoke,0.12797625362873077,0.8100644946098328
sv03.5-178,MEW,178,Tangela,0.8438433408737183,0.6427062749862671
sv03.5-179,MEW,179,Mr. Mime,0.43313831090927124,0.06970037519931793
sv03.5-180,MEW,180,Omanyte,0.24344989657402039,0.5681893229484558
sv03.5-181,MEW,181,Dragonair,0.2011510133743286,0.1845056265592575
sv03.5-182,MEW,182,Venusaur ex,0.7491509914398193,0.6221594214439392
sv03.5-183,MEW,183,Charizard ex,0.7703619003295898,0.041121140122413635
sv03.5-184,MEW,184,Blastoise ex,0.5714882612228394,0.859010636806488
sv03.5-185,MEW,185,Arbok ex,0.554019033908844,0.10299763083457947
sv03.5-186,MEW,186,Ninetales ex,0.6571019291877747,0.20063446462154388
sv03.5-187,MEW,187,Wigglytuff ex,0.8336618542671204,0.3289814889431
sv03.5-188,MEW,188,Alakazam ex,0.7194429039955139,0.16159862279891968
sv03.5-189,MEW,189,Golem ex,0.6406973600387573,0.2782219648361206
sv03.5-190,MEW,190,Kangaskhan ex,0.8471459150314331,0.5043505430221558
sv03.5-191,MEW,191,Jynx ex,0.8509109616279602,0.8921828866004944
sv03.5-192,MEW,192,Zapdos ex,0.6784867644309998,0.3497287929058075
sv03.5-193,MEW,193,Mew ex,0.7861573100090027,0.26106372475624084
sv03.5-198,MEW,198,Venusaur ex,0.7736749053001404,0.7913380265235901
sv03.5-199,MEW,199,Charizard ex,0.3172931969165802,0.049172863364219666
sv03.5-200,MEW,200,Blastoise ex,0.2954351305961609,0.3550678789615631
sv03.5-201,MEW,201,Alakazam ex,0.45520052313804626,0.18507684767246246
sv03.5-202,MEW,202,Zapdos ex,0.6124160289764404,0.2790784239768982
sv03.5-205,MEW,205,Mew ex,0.7347582578659058,0.17519935965538025
sv10.5w-001,WHT,1,Sewaddle,0.7738668918609619,0.799431324005127
sv10.5w-002,WHT,2,Swadloon,0.8940085172653198,0.887708306312561
sv10.5w-003,WHT,3,Leavanny,0.8585150241851807,0.6813563108444214
