card_id,set_codigo,era,numero,nome,image_url,label,rarity
sv01-080,SVI,SV,080,Miraidon,https://assets.tcgdex.net/en/sv/sv01/080/high.png,0,Rare
sv01-081,SVI,SV,081,Miraidon ex,https://assets.tcgdex.net/en/sv/sv01/081/high.png,0,Double rare
sv01-082,SVI,SV,082,Drowzee,https://assets.tcgdex.net/en/sv/sv01/082/high.png,0,Common
sv01-083,SVI,SV,083,Hypno,https://assets.tcgdex.net/en/sv/sv01/083/high.png,0,Uncommon
sv01-084,SVI,SV,084,Ralts,https://assets.tcgdex.net/en/sv/sv01/084/high.png,0,Common
sv01-085,SVI,SV,085,Kirlia,https://assets.tcgdex.net/en/sv/sv01/085/high.png,0,Common
sv01-086,SVI,SV,086,Gardevoir ex,https://assets.tcgdex.net/en/sv/sv01/086/high.png,0,Double rare
sv01-087,SVI,SV,087,Shuppet,https://assets.tcgdex.net/en/sv/sv01/087/high.png,0,Common
sv01-088,SVI,SV,088,Banette ex,https://assets.tcgdex.net/en/sv/sv01/088/high.png,0,Double rare
sv01-089,SVI,SV,089,Drifloon,https://assets.tcgdex.net/en/sv/sv01/089/high.png,0,Common
sv01-090,SVI,SV,090,Drifblim,https://assets.tcgdex.net/en/sv/sv01/090/high.png,0,Uncommon
sv01-091,SVI,SV,091,Flabébé,https://assets.tcgdex.net/en/sv/sv01/091/high.png,0,Common
sv01-092,SVI,SV,092,Floette,https://assets.tcgdex.net/en/sv/sv01/092/high.png,0,Common
sv01-093,SVI,SV,093,Florges,https://assets.tcgdex.net/en/sv/sv01/093/high.png,0,Uncommon
sv01-094,SVI,SV,094,Dedenne,https://assets.tcgdex.net/en/sv/sv01/094/high.png,0,Common
sv01-095,SVI,SV,095,Dedenne,https://assets.tcgdex.net/en/sv/sv01/095/high.png,0,Common
sv01-096,SVI,SV,096,Klefki,https://assets.tcgdex.net/en/sv/sv01/096/high.png,0,Rare
sv01-097,SVI,SV,097,Fidough,https://assets.tcgdex.net/en/sv/sv01/097/high.png,0,Common
sv01-098,SVI,SV,098,Fidough,https://assets.tcgdex.net/en/sv/sv01/098/high.png,0,Common
sv01-099,SVI,SV,099,Dachsbun,https://assets.tcgdex.net/en/sv/sv01/099/high.png,0,Uncommon
sv01-100,SVI,SV,100,Flittle,https://assets.tcgdex.net/en/sv/sv01/100/high.png,0,Common
sv01-101,SVI,SV,101,Flittle,https://assets.tcgdex.net/en/sv/sv01/101/high.png,0,Common
sv01-102,SVI,SV,102,Flittle,https://assets.tcgdex.net/en/sv/sv01/102/high.png,0,Common
sv01-103,SVI,SV,103,Espathra,https://assets.tcgdex.net/en/sv/sv01/103/high.png,0,Uncommon
sv01-104,SVI,SV,104,Greavard,https://assets.tcgdex.net/en/sv/sv01/104/high.png,0,Common
sv01-105,SVI,SV,105,Greavard,https://assets.tcgdex.net/en/sv/sv01/105/high.png,0,Common
sv01-106,SVI,SV,106,Houndstone,https://assets.tcgdex.net/en/sv/sv01/106/high.png,0,Rare
sv01-107,SVI,SV,107,Mankey,https://assets.tcgdex.net/en/sv/sv01/107/high.png,0,Common
sv01-108,SVI,SV,108,Primeape,https://assets.tcgdex.net/en/sv/sv01/108/high.png,0,Common
sv01-109,SVI,SV,109,Annihilape,https://assets.tcgdex.net/en/sv/sv01/109/high.png,0,Rare
sv01-110,SVI,SV,110,Meditite,https://assets.tcgdex.net/en/sv/sv01/110/high.png,0,Common
sv01-111,SVI,SV,111,Medicham,https://assets.tcgdex.net/en/sv/sv01/111/high.png,0,Uncommon
sv01-112,SVI,SV,112,Riolu,https://assets.tcgdex.net/en/sv/sv01/112/high.png,0,Common
sv01-113,SVI,SV,113,Riolu,https://assets.tcgdex.net/en/sv/sv01/113/high.png,0,Common
sv01-114,SVI,SV,114,Lucario,https://assets.tcgdex.net/en/sv/sv01/114/high.png,0,Uncommon
sv01-115,SVI,SV,115,Sandile,https://assets.tcgdex.net/en/sv/sv01/115/high.png,0,Common
sv01-116,SVI,SV,116,Krokorok,https://assets.tcgdex.net/en/sv/sv01/116/high.png,0,Common
sv01-117,SVI,SV,117,Krookodile,https://assets.tcgdex.net/en/sv/sv01/117/high.png,0,Uncommon
sv01-118,SVI,SV,118,Hawlucha,https://assets.tcgdex.net/en/sv/sv01/118/high.png,0,Rare
sv01-119,SVI,SV,119,Silicobra,https://assets.tcgdex.net/en/sv/sv01/119/high.png,0,Common
sv01-120,SVI,SV,120,Sandaconda,https://assets.tcgdex.net/en/sv/sv01/120/high.png,0,Uncommon
sv01-121,SVI,SV,121,Stonjourner,https://assets.tcgdex.net/en/sv/sv01/121/high.png,0,Uncommon
sv01-122,SVI,SV,122,Klawf,https://assets.tcgdex.net/en/sv/sv01/122/high.png,0,Rare
sv01-123,SVI,SV,123,Great Tusk ex,https://assets.tcgdex.net/en/sv/sv01/123/high.png,0,Double rare
sv01-124,SVI,SV,124,Koraidon,https://assets.tcgdex.net/en/sv/sv01/124/high.png,0,Rare
sv01-125,SVI,SV,125,Koraidon ex,https://assets.tcgdex.net/en/sv/sv01/125/high.png,0,Double rare
sv01-126,SVI,SV,126,Grimer,https://assets.tcgdex.net/en/sv/sv01/126/high.png,0,Common
sv01-127,SVI,SV,127,Muk,https://assets.tcgdex.net/en/sv/sv01/127/high.png,0,Uncommon
sv01-128,SVI,SV,128,Seviper,https://assets.tcgdex.net/en/sv/sv01/128/high.png,0,Common
sv01-129,SVI,SV,129,Spiritomb,https://assets.tcgdex.net/en/sv/sv01/129/high.png,0,Uncommon
sv01-130,SVI,SV,130,Croagunk,https://assets.tcgdex.net/en/sv/sv01/130/high.png,0,Common
sv01-131,SVI,SV,131,Toxicroak ex,https://assets.tcgdex.net/en/sv/sv01/131/high.png,0,Double rare
sv01-132,SVI,SV,132,Pawniard,https://assets.tcgdex.net/en/sv/sv01/132/high.png,0,Common
sv01-133,SVI,SV,133,Bisharp,https://assets.tcgdex.net/en/sv/sv01/133/high.png,0,Common
sv01-134,SVI,SV,134,Kingambit,https://assets.tcgdex.net/en/sv/sv01/134/high.png,0,Rare
sv01-135,SVI,SV,135,Maschiff,https://assets.tcgdex.net/en/sv/sv01/135/high.png,0,Common
sv01-136,SVI,SV,136,Maschiff,https://assets.tcgdex.net/en/sv/sv01/136/high.png,0,Common
sv01-137,SVI,SV,137,Mabosstiff,https://assets.tcgdex.net/en/sv/sv01/137/high.png,0,Uncommon
sv01-138,SVI,SV,138,Bombirdier,https://assets.tcgdex.net/en/sv/sv01/138/high.png,0,Uncommon
sv01-139,SVI,SV,139,Forretress,https://assets.tcgdex.net/en/sv/sv01/139/high.png,0,Uncommon
sv01-140,SVI,SV,140,Varoom,https://assets.tcgdex.net/en/sv/sv01/140/high.png,0,Common
sv01-141,SVI,SV,141,Varoom,https://assets.tcgdex.net/en/sv/sv01/141/high.png,0,Common
sv01-142,SVI,SV,142,Revavroom,https://assets.tcgdex.net/en/sv/sv01/142/high.png,0,Rare
sv01-143,SVI,SV,143,Iron Treads ex,https://assets.tcgdex.net/en/sv/sv01/143/high.png,0,Double rare
sv01-144,SVI,SV,144,Chansey,https://assets.tcgdex.net/en/sv/sv01/144/high.png,0,Common
sv01-145,SVI,SV,145,Blissey,https://assets.tcgdex.net/en/sv/sv01/145/high.png,0,Uncommon
sv01-146,SVI,SV,146,Zangoose,https://assets.tcgdex.net/en/sv/sv01/146/high.png,0,Common
sv01-147,SVI,SV,147,Zangoose,https://assets.tcgdex.net/en/sv/sv01/147/high.png,0,Uncommon
sv01-148,SVI,SV,148,Starly,https://assets.tcgdex.net/en/sv/sv01/148/high.png,0,Common
sv01-149,SVI,SV,149,Staravia,https://assets.tcgdex.net/en/sv/sv01/149/high.png,0,Common
sv01-150,SVI,SV,150,Staraptor,https://assets.tcgdex.net/en/sv/sv01/150/high.png,0,Uncommon
sv01-151,SVI,SV,151,Skwovet,https://assets.tcgdex.net/en/sv/sv01/151/high.png,0,Common
sv01-152,SVI,SV,152,Greedent,https://assets.tcgdex.net/en/sv/sv01/152/high.png,0,Uncommon
sv01-153,SVI,SV,153,Indeedee,https://assets.tcgdex.net/en/sv/sv01/153/high.png,0,Rare
sv01-154,SVI,SV,154,Lechonk,https://assets.tcgdex.net/en/sv/sv01/154/high.png,0,Common
sv01-155,SVI,SV,155,Lechonk,https://assets.tcgdex.net/en/sv/sv01/155/high.png,0,Common
sv01-156,SVI,SV,156,Lechonk,https://assets.tcgdex.net/en/sv/sv01/156/high.png,0,Common
sv01-157,SVI,SV,157,Oinkologne,https://assets.tcgdex.net/en/sv/sv01/157/high.png,0,Uncommon
sv01-158,SVI,SV,158,Oinkologne ex,https://assets.tcgdex.net/en/sv/sv01/158/high.png,0,Double rare
sv01-159,SVI,SV,159,Tandemaus,https://assets.tcgdex.net/en/sv/sv01/159/high.png,0,Common
sv01-160,SVI,SV,160,Tandemaus,https://assets.tcgdex.net/en/sv/sv01/160/high.png,0,Common
sv01-161,SVI,SV,161,Maushold,https://assets.tcgdex.net/en/sv/sv01/161/high.png,0,Uncommon
sv01-162,SVI,SV,162,Squawkabilly,https://assets.tcgdex.net/en/sv/sv01/162/high.png,0,Common
sv01-163,SVI,SV,163,Cyclizar,https://assets.tcgdex.net/en/sv/sv01/163/high.png,0,Uncommon
sv01-164,SVI,SV,164,Cyclizar,https://assets.tcgdex.net/en/sv/sv01/164/high.png,0,Rare
sv01-165,SVI,SV,165,Flamigo,https://assets.tcgdex.net/en/sv/sv01/165/high.png,0,Uncommon
sv01-199,SVI,SV,199,Tarountula,https://assets.tcgdex.net/en/sv/sv01/199/high.png,0,Illustration rare
sv01-200,SVI,SV,200,Dolliv,https://assets.tcgdex.net/en/sv/sv01/200/high.png,0,Illustration rare
sv01-201,SVI,SV,201,Toedscool,https://assets.tcgdex.net/en/sv/sv01/201/high.png,0,Illustration rare
sv01-202,SVI,SV,202,Scovillain,https://assets.tcgdex.net/en/sv/sv01/202/high.png,0,Illustration rare
sv01-203,SVI,SV,203,Armarouge,https://assets.tcgdex.net/en/sv/sv01/203/high.png,0,Illustration rare
sv01-204,SVI,SV,204,Slowpoke,https://assets.tcgdex.net/en/sv/sv01/204/high.png,0,Illustration rare
sv01-205,SVI,SV,205,Clauncher,https://assets.tcgdex.net/en/sv/sv01/205/high.png,0,Illustration rare
sv01-206,SVI,SV,206,Wiglett,https://assets.tcgdex.net/en/sv/sv01/206/high.png,0,Illustration rare
sv01-207,SVI,SV,207,Dondozo,https://assets.tcgdex.net/en/sv/sv01/207/high.png,0,Illustration rare
sv01-208,SVI,SV,208,Pachirisu,https://assets.tcgdex.net/en/sv/sv01/208/high.png,0,Illustration rare
sv01-209,SVI,SV,209,Pawmot,https://assets.tcgdex.net/en/sv/sv01/209/high.png,0,Illustration rare
sv01-210,SVI,SV,210,Drowzee,https://assets.tcgdex.net/en/sv/sv01/210/high.png,0,Illustration rare
sv01-211,SVI,SV,211,Ralts,https://assets.tcgdex.net/en/sv/sv01/211/high.png,0,Illustration rare
sv01-212,SVI,SV,212,Kirlia,https://assets.tcgdex.net/en/sv/sv01/212/high.png,0,Illustration rare
sv01-213,SVI,SV,213,Fidough,https://assets.tcgdex.net/en/sv/sv01/213/high.png,0,Illustration rare
sv01-214,SVI,SV,214,Greavard,https://assets.tcgdex.net/en/sv/sv01/214/high.png,0,Illustration rare
sv01-215,SVI,SV,215,Riolu,https://assets.tcgdex.net/en/sv/sv01/215/high.png,0,Illustration rare
sv01-216,SVI,SV,216,Sandile,https://assets.tcgdex.net/en/sv/sv01/216/high.png,0,Illustration rare
sv01-217,SVI,SV,217,Klawf,https://assets.tcgdex.net/en/sv/sv01/217/high.png,0,Illustration rare
sv01-218,SVI,SV,218,Mabosstiff,https://assets.tcgdex.net/en/sv/sv01/218/high.png,0,Illustration rare
sv01-219,SVI,SV,219,Bombirdier,https://assets.tcgdex.net/en/sv/sv01/219/high.png,0,Illustration rare
sv01-220,SVI,SV,220,Kingambit,https://assets.tcgdex.net/en/sv/sv01/220/high.png,0,Illustration rare
sv01-221,SVI,SV,221,Starly,https://assets.tcgdex.net/en/sv/sv01/221/high.png,0,Illustration rare
sv01-222,SVI,SV,222,Skwovet,https://assets.tcgdex.net/en/sv/sv01/222/high.png,0,Illustration rare
sv01-223,SVI,SV,223,Spidops ex,https://assets.tcgdex.net/en/sv/sv01/223/high.png,0,Ultra Rare
sv01-224,SVI,SV,224,Arcanine ex,https://assets.tcgdex.net/en/sv/sv01/224/high.png,0,Ultra Rare
sv01-225,SVI,SV,225,Gyarados ex,https://assets.tcgdex.net/en/sv/sv01/225/high.png,0,Ultra Rare
sv01-226,SVI,SV,226,Magnezone ex,https://assets.tcgdex.net/en/sv/sv01/226/high.png,0,Ultra Rare
sv01-227,SVI,SV,227,Miraidon ex,https://assets.tcgdex.net/en/sv/sv01/227/high.png,0,Ultra Rare
sv01-228,SVI,SV,228,Gardevoir ex,https://assets.tcgdex.net/en/sv/sv01/228/high.png,0,Ultra Rare
sv01-229,SVI,SV,229,Banette ex,https://assets.tcgdex.net/en/sv/sv01/229/high.png,0,Ultra Rare
sv01-230,SVI,SV,230,Great Tusk ex,https://assets.tcgdex.net/en/sv/sv01/230/high.png,0,Ultra Rare
sv01-231,SVI,SV,231,Koraidon ex,https://assets.tcgdex.net/en/sv/sv01/231/high.png,0,Ultra Rare
sv01-232,SVI,SV,232,Toxicroak ex,https://assets.tcgdex.net/en/sv/sv01/232/high.png,0,Ultra Rare
sv01-233,SVI,SV,233,Iron Treads ex,https://assets.tcgdex.net/en/sv/sv01/233/high.png,0,Ultra Rare
sv01-234,SVI,SV,234,Oinkologne ex,https://assets.tcgdex.net/en/sv/sv01/234/high.png,0,Ultra Rare
sv01-243,SVI,SV,243,Spidops ex,https://assets.tcgdex.net/en/sv/sv01/243/high.png,0,Special illustration rare
sv01-244,SVI,SV,244,Miraidon ex,https://assets.tcgdex.net/en/sv/sv01/244/high.png,0,Special illustration rare
sv01-245,SVI,SV,245,Gardevoir ex,https://assets.tcgdex.net/en/sv/sv01/245/high.png,0,Special illustration rare
sv01-246,SVI,SV,246,Great Tusk ex,https://assets.tcgdex.net/en/sv/sv01/246/high.png,0,Special illustration rare
sv01-247,SVI,SV,247,Koraidon ex,https://assets.tcgdex.net/en/sv/sv01/247/high.png,0,Special illustration rare
sv01-248,SVI,SV,248,Iron Treads ex,https://assets.tcgdex.net/en/sv/sv01/248/high.png,0,Special illustration rare
sv01-253,SVI,SV,253,Miraidon ex,https://assets.tcgdex.net/en/sv/sv01/253/high.png,0,Hyper rare
sv01-254,SVI,SV,254,Koraidon ex,https://assets.tcgdex.net/en/sv/sv01/254/high.png,0,Hyper rare
sv02-001,PAL,SV,001,Hoppip,https://assets.tcgdex.net/en/sv/sv02/001/high.png,0,Common
sv02-002,PAL,SV,002,Skiploom,https://assets.tcgdex.net/en/sv/sv02/002/high.png,0,Uncommon
sv02-003,PAL,SV,003,Jumpluff,https://assets.tcgdex.net/en/sv/sv02/003/high.png,0,Rare
sv02-004,PAL,SV,004,Pineco,https://assets.tcgdex.net/en/sv/sv02/004/high.png,0,Common
sv02-005,PAL,SV,005,Forretress ex,https://assets.tcgdex.net/en/sv/sv02/005/high.png,0,Double rare
sv02-006,PAL,SV,006,Heracross,https://assets.tcgdex.net/en/sv/sv02/006/high.png,0,Uncommon
sv02-007,PAL,SV,007,Tropius,https://assets.tcgdex.net/en/sv/sv02/007/high.png,0,Common
sv02-008,PAL,SV,008,Combee,https://assets.tcgdex.net/en/sv/sv02/008/high.png,0,Common
sv02-009,PAL,SV,009,Vespiquen,https://assets.tcgdex.net/en/sv/sv02/009/high.png,0,Uncommon
sv02-010,PAL,SV,010,Snover,https://assets.tcgdex.net/en/sv/sv02/010/high.png,0,Common
sv02-011,PAL,SV,011,Abomasnow,https://assets.tcgdex.net/en/sv/sv02/011/high.png,0,Rare
sv02-012,PAL,SV,012,Sprigatito,https://assets.tcgdex.net/en/sv/sv02/012/high.png,0,Common
sv02-013,PAL,SV,013,Sprigatito,https://assets.tcgdex.net/en/sv/sv02/013/high.png,0,Common
sv02-014,PAL,SV,014,Floragato,https://assets.tcgdex.net/en/sv/sv02/014/high.png,0,Uncommon
sv02-015,PAL,SV,015,Meowscarada ex,https://assets.tcgdex.net/en/sv/sv02/015/high.png,0,Double rare
sv02-016,PAL,SV,016,Tarountula,https://assets.tcgdex.net/en/sv/sv02/016/high.png,0,Common
sv02-017,PAL,SV,017,Tarountula,https://assets.tcgdex.net/en/sv/sv02/017/high.png,0,Common
sv02-018,PAL,SV,018,Spidops,https://assets.tcgdex.net/en/sv/sv02/018/high.png,0,Uncommon
sv02-019,PAL,SV,019,Nymble,https://assets.tcgdex.net/en/sv/sv02/019/high.png,0,Common
sv02-020,PAL,SV,020,Nymble,https://assets.tcgdex.net/en/sv/sv02/020/high.png,0,Common
sv02-021,PAL,SV,021,Lokix,https://assets.tcgdex.net/en/sv/sv02/021/high.png,0,Rare
sv02-022,PAL,SV,022,Bramblin,https://assets.tcgdex.net/en/sv/sv02/022/high.png,0,Common
sv02-023,PAL,SV,023,Bramblin,https://assets.tcgdex.net/en/sv/sv02/023/high.png,0,Common
sv02-024,PAL,SV,024,Brambleghast,https://assets.tcgdex.net/en/sv/sv02/024/high.png,0,Uncommon
sv02-025,PAL,SV,025,Rellor,https://assets.tcgdex.net/en/sv/sv02/025/high.png,0,Common
sv02-026,PAL,SV,026,Rellor,https://assets.tcgdex.net/en/sv/sv02/026/high.png,0,Common
sv02-027,PAL,SV,027,Wo-Chien ex,https://assets.tcgdex.net/en/sv/sv02/027/high.png,0,Double rare
sv02-028,PAL,SV,028,Paldean Tauros,https://assets.tcgdex.net/en/sv/sv02/028/high.png,0,Uncommon
sv02-029,PAL,SV,029,Fletchinder,https://assets.tcgdex.net/en/sv/sv02/029/high.png,0,Uncommon
sv02-030,PAL,SV,030,Talonflame,https://assets.tcgdex.net/en/sv/sv02/030/high.png,0,Uncommon
sv02-031,PAL,SV,031,Litleo,https://assets.tcgdex.net/en/sv/sv02/031/high.png,0,Common
sv02-032,PAL,SV,032,Pyroar,https://assets.tcgdex.net/en/sv/sv02/032/high.png,0,Uncommon
sv02-033,PAL,SV,033,Oricorio,https://assets.tcgdex.net/en/sv/sv02/033/high.png,0,Rare
sv02-034,PAL,SV,034,Fuecoco,https://assets.tcgdex.net/en/sv/sv02/034/high.png,0,Common
sv02-035,PAL,SV,035,Fuecoco,https://assets.tcgdex.net/en/sv/sv02/035/high.png,0,Common
sv02-036,PAL,SV,036,Crocalor,https://assets.tcgdex.net/en/sv/sv02/036/high.png,0,Uncommon
sv02-037,PAL,SV,037,Skeledirge ex,https://assets.tcgdex.net/en/sv/sv02/037/high.png,0,Double rare
sv02-038,PAL,SV,038,Charcadet,https://assets.tcgdex.net/en/sv/sv02/038/high.png,0,Common
sv02-039,PAL,SV,039,Charcadet,https://assets.tcgdex.net/en/sv/sv02/039/high.png,0,Common
sv02-040,PAL,SV,040,Chi-Yu ex,https://assets.tcgdex.net/en/sv/sv02/040/high.png,0,Double rare
